id,name,short_name,year,indicator,numerator,denominator
id_1.10.2,Показатель первичной заболеваемости туберкулезом женского населения 35-44 года (на 100 тыс. населения),ПЗ туб 35-44 жен,2023,62.53,126.0,201513.0
id_1.10.2,Показатель первичной заболеваемости туберкулезом женского населения 35-44 года (на 100 тыс. населения),ПЗ туб 35-44 жен,2024,73.74,149.0,202057.0
id_1.11,Показатель первичной заболеваемости туберкулезом населения 45-54 года (на 100 тыс. населения),ПЗ туб 45-54,2016,121.81,355.0,291441.0
id_1.11,Показатель первичной заболеваемости туберкулезом населения 45-54 года (на 100 тыс. населения),ПЗ туб 45-54,2017,121.15,347.0,286420.0
id_1.11,Показатель первичной заболеваемости туберкулезом населения 45-54 года (на 100 тыс. населения),ПЗ туб 45-54,2018,99.86,284.0,284386.0
id_1.11,Показатель первичной заболеваемости туберкулезом населения 45-54 года (на 100 тыс. населения),ПЗ туб 45-54,2019,99.97,285.0,285077.0
id_1.11,Показатель первичной заболеваемости туберкулезом населения 45-54 года (на 100 тыс. населения),ПЗ туб 45-54,2020,82.42,237.0,287566.0
id_1.11,Показатель первичной заболеваемости туберкулезом населения 45-54 года (на 100 тыс. населения),ПЗ туб 45-54,2021,76.65,226.0,294843.0
id_1.11,Показатель первичной заболеваемости туберкулезом населения 45-54 года (на 100 тыс. населения),ПЗ туб 45-54,2022,81.12,245.0,302033.0
id_1.11,Показатель первичной заболеваемости туберкулезом населения 45-54 года (на 100 тыс. населения),ПЗ туб 45-54,2023,89.43,273.0,305264.0
id_1.11,Показатель первичной заболеваемости туберкулезом населения 45-54 года (на 100 тыс. населения),ПЗ туб 45-54,2024,83.96,258.0,307305.0
id_1.11.1,Показатель первичной заболеваемости туберкулезом мужского населения 45-54 года (на 100 тыс. населения),ПЗ туб 45-54 муж,2016,186.3,251.0,134731.0
id_1.11.1,Показатель первичной заболеваемости туберкулезом мужского населения 45-54 года (на 100 тыс. населения),ПЗ туб 45-54 муж,2017,185.72,246.0,132457.0
id_1.11.1,Показатель первичной заболеваемости туберкулезом мужского населения 45-54 года (на 100 тыс. населения),ПЗ туб 45-54 муж,2018,147.6,194.0,131440.0
id_1.11.1,Показатель первичной заболеваемости туберкулезом мужского населения 45-54 года (на 100 тыс. населения),ПЗ туб 45-54 муж,2019,154.87,204.0,131723.0
id_1.11.1,Показатель первичной заболеваемости туберкулезом мужского населения 45-54 года (на 100 тыс. населения),ПЗ туб 45-54 муж,2020,120.53,160.0,132744.0
id_1.11.1,Показатель первичной заболеваемости туберкулезом мужского населения 45-54 года (на 100 тыс. населения),ПЗ туб 45-54 муж,2021,118.71,161.0,135627.0
id_1.11.1,Показатель первичной заболеваемости туберкулезом мужского населения 45-54 года (на 100 тыс. населения),ПЗ туб 45-54 муж,2022,124.51,172.0,138137.0
id_1.11.1,Показатель первичной заболеваемости туберкулезом мужского населения 45-54 года (на 100 тыс. населения),ПЗ туб 45-54 муж,2023,146.86,204.0,138910.0
id_1.11.1,Показатель первичной заболеваемости туберкулезом мужского населения 45-54 года (на 100 тыс. населения),ПЗ туб 45-54 муж,2024,134.61,188.0,139659.0
id_1.11.2,Показатель первичной заболеваемости туберкулезом женского населения 45-54 года (на 100 тыс. населения),ПЗ туб 45-54 жен,2016,66.36,104.0,156710.0
id_1.11.2,Показатель первичной заболеваемости туберкулезом женского населения 45-54 года (на 100 тыс. населения),ПЗ туб 45-54 жен,2017,65.6,101.0,153964.0
id_1.11.2,Показатель первичной заболеваемости туберкулезом женского населения 45-54 года (на 100 тыс. населения),ПЗ туб 45-54 жен,2018,58.84,90.0,152946.0
id_1.11.2,Показатель первичной заболеваемости туберкулезом женского населения 45-54 года (на 100 тыс. населения),ПЗ туб 45-54 жен,2019,52.82,81.0,153355.0
id_1.11.2,Показатель первичной заболеваемости туберкулезом женского населения 45-54 года (на 100 тыс. населения),ПЗ туб 45-54 жен,2020,49.73,77.0,154822.0
id_1.11.2,Показатель первичной заболеваемости туберкулезом женского населения 45-54 года (на 100 тыс. населения),ПЗ туб 45-54 жен,2021,40.82,65.0,159217.0
id_1.11.2,Показатель первичной заболеваемости туберкулезом женского населения 45-54 года (на 100 тыс. населения),ПЗ туб 45-54 жен,2022,44.54,73.0,163896.0
id_1.11.2,Показатель первичной заболеваемости туберкулезом женского населения 45-54 года (на 100 тыс. населения),ПЗ туб 45-54 жен,2023,41.48,69.0,166354.0
id_1.11.2,Показатель первичной заболеваемости туберкулезом женского населения 45-54 года (на 100 тыс. населения),ПЗ туб 45-54 жен,2024,41.75,70.0,167646.0
id_1.12,Показатель первичной заболеваемости туберкулезом населения 55-64 года (на 100 тыс. населения),ПЗ туб 55-64,2016,80.64,257.0,318713.0
id_1.12,Показатель первичной заболеваемости туберкулезом населения 55-64 года (на 100 тыс. населения),ПЗ туб 55-64,2017,74.04,235.0,317414.0
id_1.12,Показатель первичной заболеваемости туберкулезом населения 55-64 года (на 100 тыс. населения),ПЗ туб 55-64,2018,61.74,194.0,314232.0
id_1.12,Показатель первичной заболеваемости туберкулезом населения 55-64 года (на 100 тыс. населения),ПЗ туб 55-64,2019,55.47,171.0,308254.0
id_1.12,Показатель первичной заболеваемости туберкулезом населения 55-64 года (на 100 тыс. населения),ПЗ туб 55-64,2020,45.71,137.0,299733.0
id_1.12,Показатель первичной заболеваемости туберкулезом населения 55-64 года (на 100 тыс. населения),ПЗ туб 55-64,2021,50.24,148.0,294570.0
id_1.12,Показатель первичной заболеваемости туберкулезом населения 55-64 года (на 100 тыс. населения),ПЗ туб 55-64,2022,49.79,143.0,287228.0
id_1.12,Показатель первичной заболеваемости туберкулезом населения 55-64 года (на 100 тыс. населения),ПЗ туб 55-64,2023,42.01,116.0,276137.0
id_1.12,Показатель первичной заболеваемости туберкулезом населения 55-64 года (на 100 тыс. населения),ПЗ туб 55-64,2024,39.01,106.0,271701.0
id_1.12.1,Показатель первичной заболеваемости туберкулезом мужского населения 55-64 года (на 100 тыс. населения),ПЗ туб 55-64 муж,2016,136.76,182.0,133076.0
id_1.12.1,Показатель первичной заболеваемости туберкулезом мужского населения 55-64 года (на 100 тыс. населения),ПЗ туб 55-64 муж,2017,133.22,177.0,132864.0
id_1.12.1,Показатель первичной заболеваемости туберкулезом мужского населения 55-64 года (на 100 тыс. населения),ПЗ туб 55-64 муж,2018,104.68,138.0,131825.0
id_1.12.1,Показатель первичной заболеваемости туберкулезом мужского населения 55-64 года (на 100 тыс. населения),ПЗ туб 55-64 муж,2019,93.3,121.0,129695.0
id_1.12.1,Показатель первичной заболеваемости туберкулезом мужского населения 55-64 года (на 100 тыс. населения),ПЗ туб 55-64 муж,2020,80.6,102.0,126549.0
id_1.12.1,Показатель первичной заболеваемости туберкулезом мужского населения 55-64 года (на 100 тыс. населения),ПЗ туб 55-64 муж,2021,85.71,107.0,124839.0
id_1.12.1,Показатель первичной заболеваемости туберкулезом мужского населения 55-64 года (на 100 тыс. населения),ПЗ туб 55-64 муж,2022,86.87,106.0,122027.0
id_1.12.1,Показатель первичной заболеваемости туберкулезом мужского населения 55-64 года (на 100 тыс. населения),ПЗ туб 55-64 муж,2023,71.43,84.0,117596.0
id_1.12.1,Показатель первичной заболеваемости туберкулезом мужского населения 55-64 года (на 100 тыс. населения),ПЗ туб 55-64 муж,2024,69.85,81.0,115967.0
id_1.12.2,Показатель первичной заболеваемости туберкулезом женского населения 55-64 года (на 100 тыс. населения),ПЗ туб 55-64 жен,2016,40.4,75.0,185638.0
id_1.12.2,Показатель первичной заболеваемости туберкулезом женского населения 55-64 года (на 100 тыс. населения),ПЗ туб 55-64 жен,2017,31.43,58.0,184550.0
id_1.12.2,Показатель первичной заболеваемости туберкулезом женского населения 55-64 года (на 100 тыс. населения),ПЗ туб 55-64 жен,2018,30.7,56.0,182408.0
id_1.12.2,Показатель первичной заболеваемости туберкулезом женского населения 55-64 года (на 100 тыс. населения),ПЗ туб 55-64 жен,2019,28.0,50.0,178559.0
id_1.12.2,Показатель первичной заболеваемости туберкулезом женского населения 55-64 года (на 100 тыс. населения),ПЗ туб 55-64 жен,2020,20.21,35.0,173184.0
id_1.12.2,Показатель первичной заболеваемости туберкулезом женского населения 55-64 года (на 100 тыс. населения),ПЗ туб 55-64 жен,2021,24.16,41.0,169731.0
id_1.12.2,Показатель первичной заболеваемости туберкулезом женского населения 55-64 года (на 100 тыс. населения),ПЗ туб 55-64 жен,2022,22.4,37.0,165201.0
id_1.12.2,Показатель первичной заболеваемости туберкулезом женского населения 55-64 года (на 100 тыс. населения),ПЗ туб 55-64 жен,2023,20.18,32.0,158541.0
id_1.12.2,Показатель первичной заболеваемости туберкулезом женского населения 55-64 года (на 100 тыс. населения),ПЗ туб 55-64 жен,2024,16.05,25.0,155734.0
id_1.13,Показатель первичной заболеваемости туберкулезом населения 65 лет и более (на 100 тыс. населения),ПЗ туб 65+,2016,39.0,113.0,289765.0
id_1.13,Показатель первичной заболеваемости туберкулезом населения 65 лет и более (на 100 тыс. населения),ПЗ туб 65+,2017,42.43,127.0,299350.0
id_1.13,Показатель первичной заболеваемости туберкулезом населения 65 лет и более (на 100 тыс. населения),ПЗ туб 65+,2018,27.55,85.0,308532.0
id_1.13,Показатель первичной заболеваемости туберкулезом населения 65 лет и более (на 100 тыс. населения),ПЗ туб 65+,2019,29.25,93.0,317934.0
id_1.13,Показатель первичной заболеваемости туберкулезом населения 65 лет и более (на 100 тыс. населения),ПЗ туб 65+,2020,25.78,84.0,325821.0
id_1.13,Показатель первичной заболеваемости туберкулезом населения 65 лет и более (на 100 тыс. населения),ПЗ туб 65+,2021,15.42,52.0,337257.0
id_1.13,Показатель первичной заболеваемости туберкулезом населения 65 лет и более (на 100 тыс. населения),ПЗ туб 65+,2022,20.8,72.0,346178.0
id_1.13,Показатель первичной заболеваемости туберкулезом населения 65 лет и более (на 100 тыс. населения),ПЗ туб 65+,2023,24.17,85.0,351728.0
id_1.13,Показатель первичной заболеваемости туберкулезом населения 65 лет и более (на 100 тыс. населения),ПЗ туб 65+,2024,22.41,80.0,356936.0
id_1.13.1,Показатель первичной заболеваемости туберкулезом мужского населения 65 лет и более (на 100 тыс. населения),ПЗ туб 65+ муж,2016,73.11,66.0,90271.0
id_1.13.1,Показатель первичной заболеваемости туберкулезом мужского населения 65 лет и более (на 100 тыс. населения),ПЗ туб 65+ муж,2017,79.0,74.0,93673.0
id_1.13.1,Показатель первичной заболеваемости туберкулезом мужского населения 65 лет и более (на 100 тыс. населения),ПЗ туб 65+ муж,2018,45.39,44.0,96947.0
id_1.13.1,Показатель первичной заболеваемости туберкулезом мужского населения 65 лет и более (на 100 тыс. населения),ПЗ туб 65+ муж,2019,51.9,52.0,100200.0
id_1.13.1,Показатель первичной заболеваемости туберкулезом мужского населения 65 лет и более (на 100 тыс. населения),ПЗ туб 65+ муж,2020,50.6,52.0,102757.0
id_1.13.1,Показатель первичной заболеваемости туберкулезом мужского населения 65 лет и более (на 100 тыс. населения),ПЗ туб 65+ муж,2021,27.13,29.0,106891.0
id_1.13.1,Показатель первичной заболеваемости туберкулезом мужского населения 65 лет и более (на 100 тыс. населения),ПЗ туб 65+ муж,2022,38.11,42.0,110199.0
id_1.13.1,Показатель первичной заболеваемости туберкулезом мужского населения 65 лет и более (на 100 тыс. населения),ПЗ туб 65+ муж,2023,35.71,40.0,112011.0
id_1.13.1,Показатель первичной заболеваемости туберкулезом мужского населения 65 лет и более (на 100 тыс. населения),ПЗ туб 65+ муж,2024,37.79,43.0,113792.0
id_1.13.2,Показатель первичной заболеваемости туберкулезом женского населения 65 лет и более (на 100 тыс. населения),ПЗ туб 65+ жен,2016,23.56,47.0,199495.0
id_1.13.2,Показатель первичной заболеваемости туберкулезом женского населения 65 лет и более (на 100 тыс. населения),ПЗ туб 65+ жен,2017,25.77,53.0,205678.0
id_1.13.2,Показатель первичной заболеваемости туберкулезом женского населения 65 лет и более (на 100 тыс. населения),ПЗ туб 65+ жен,2018,19.38,41.0,211585.0
id_1.13.2,Показатель первичной заболеваемости туберкулезом женского населения 65 лет и более (на 100 тыс. населения),ПЗ туб 65+ жен,2019,18.83,41.0,217734.0
id_1.13.2,Показатель первичной заболеваемости туберкулезом женского населения 65 лет и более (на 100 тыс. населения),ПЗ туб 65+ жен,2020,14.35,32.0,223064.0
id_1.13.2,Показатель первичной заболеваемости туберкулезом женского населения 65 лет и более (на 100 тыс. населения),ПЗ туб 65+ жен,2021,9.98,23.0,230366.0
id_1.13.2,Показатель первичной заболеваемости туберкулезом женского населения 65 лет и более (на 100 тыс. населения),ПЗ туб 65+ жен,2022,12.71,30.0,235980.0
id_1.13.2,Показатель первичной заболеваемости туберкулезом женского населения 65 лет и более (на 100 тыс. населения),ПЗ туб 65+ жен,2023,18.77,45.0,239717.0
id_1.13.2,Показатель первичной заболеваемости туберкулезом женского населения 65 лет и более (на 100 тыс. населения),ПЗ туб 65+ жен,2024,15.22,37.0,243144.0
id_2.1.1,"Показатель первичной заболеваемости туберкулезом, обслуживаемой территории (на 100 тыс. населения)",ПЗ туб МЗ,2016,100.75,2429.0,2410851.0
id_2.1.1,"Показатель первичной заболеваемости туберкулезом, обслуживаемой территории (на 100 тыс. населения)",ПЗ туб МЗ,2017,89.76,2160.0,2406548.0
id_2.1.1,"Показатель первичной заболеваемости туберкулезом, обслуживаемой территории (на 100 тыс. населения)",ПЗ туб МЗ,2018,75.22,1806.0,2400979.0
id_2.1.1,"Показатель первичной заболеваемости туберкулезом, обслуживаемой территории (на 100 тыс. населения)",ПЗ туб МЗ,2019,68.7,1645.0,2394478.0
id_2.1.1,"Показатель первичной заболеваемости туберкулезом, обслуживаемой территории (на 100 тыс. населения)",ПЗ туб МЗ,2020,55.6,1325.0,2383107.0
id_2.1.1,"Показатель первичной заболеваемости туберкулезом, обслуживаемой территории (на 100 тыс. населения)",ПЗ туб МЗ,2021,50.4,1194.0,2369234.0
id_2.1.1,"Показатель первичной заболеваемости туберкулезом, обслуживаемой территории (на 100 тыс. населения)",ПЗ туб МЗ,2022,54.08,1273.0,2353904.0
id_2.1.1,"Показатель первичной заболеваемости туберкулезом, обслуживаемой территории (на 100 тыс. населения)",ПЗ туб МЗ,2023,48.73,1139.0,2337449.0
id_2.1.1,"Показатель первичной заболеваемости туберкулезом, обслуживаемой территории (на 100 тыс. населения)",ПЗ туб МЗ,2024,44.41,1035.0,2330537.0
id_2.1.2,Показатель первичной заболеваемости туберкулезом  детей  0-14 лет всего (на 100 тыс. населения),ПЗ туб 0-14,2016,19.46,95.0,488187.0
id_2.1.2,Показатель первичной заболеваемости туберкулезом  детей  0-14 лет всего (на 100 тыс. населения),ПЗ туб 0-14,2017,13.96,69.0,494280.0
id_2.1.2,Показатель первичной заболеваемости туберкулезом  детей  0-14 лет всего (на 100 тыс. населения),ПЗ туб 0-14,2018,11.26,56.0,497183.0
id_2.1.2,Показатель первичной заболеваемости туберкулезом  детей  0-14 лет всего (на 100 тыс. населения),ПЗ туб 0-14,2019,7.44,37.0,497434.0
id_2.1.2,Показатель первичной заболеваемости туберкулезом  детей  0-14 лет всего (на 100 тыс. населения),ПЗ туб 0-14,2020,5.04,25.0,495875.0
id_2.1.2,Показатель первичной заболеваемости туберкулезом  детей  0-14 лет всего (на 100 тыс. населения),ПЗ туб 0-14,2021,5.75,28.0,487016.0
id_2.1.2,Показатель первичной заболеваемости туберкулезом  детей  0-14 лет всего (на 100 тыс. населения),ПЗ туб 0-14,2022,4.78,23.0,480722.0
id_2.1.2,Показатель первичной заболеваемости туберкулезом  детей  0-14 лет всего (на 100 тыс. населения),ПЗ туб 0-14,2023,3.99,19.0,476624.0
id_2.1.2,Показатель первичной заболеваемости туберкулезом  детей  0-14 лет всего (на 100 тыс. населения),ПЗ туб 0-14,2024,3.82,18.0,470864.0
id_2.1.3,Показатель первичной заболеваемости туберкулезом подростков 15-17 лет (на 100 тыс. населения),ПЗ туб 15-17,2016,44.01,33.0,74979.0
id_2.1.3,Показатель первичной заболеваемости туберкулезом подростков 15-17 лет (на 100 тыс. населения),ПЗ туб 15-17,2017,28.72,22.0,76615.0
id_2.1.3,Показатель первичной заболеваемости туберкулезом подростков 15-17 лет (на 100 тыс. населения),ПЗ туб 15-17,2018,27.74,22.0,79314.0
id_2.1.3,Показатель первичной заболеваемости туберкулезом подростков 15-17 лет (на 100 тыс. населения),ПЗ туб 15-17,2019,28.18,23.0,81632.0
id_2.1.3,Показатель первичной заболеваемости туберкулезом подростков 15-17 лет (на 100 тыс. населения),ПЗ туб 15-17,2020,24.19,20.0,82676.0
id_2.1.3,Показатель первичной заболеваемости туберкулезом подростков 15-17 лет (на 100 тыс. населения),ПЗ туб 15-17,2021,14.74,12.0,81391.0
id_2.1.3,Показатель первичной заболеваемости туберкулезом подростков 15-17 лет (на 100 тыс. населения),ПЗ туб 15-17,2022,21.81,18.0,82513.0
id_2.1.3,Показатель первичной заболеваемости туберкулезом подростков 15-17 лет (на 100 тыс. населения),ПЗ туб 15-17,2023,19.25,17.0,88298.0
id_2.1.3,Показатель первичной заболеваемости туберкулезом подростков 15-17 лет (на 100 тыс. населения),ПЗ туб 15-17,2024,21.81,20.0,91717.0
id_2.1.4,Показатель общей заболеваемости туберкулезом всего (на 100 тыс. населения),ОЗ туб,2016,262.15,6320.0,2410851.0
id_2.1.4,Показатель общей заболеваемости туберкулезом всего (на 100 тыс. населения),ОЗ туб,2017,232.91,5605.0,2406548.0
id_2.1.4,Показатель общей заболеваемости туберкулезом всего (на 100 тыс. населения),ОЗ туб,2018,206.42,4956.0,2400979.0
id_2.1.4,Показатель общей заболеваемости туберкулезом всего (на 100 тыс. населения),ОЗ туб,2019,182.0,4358.0,2394478.0
id_2.1.4,Показатель общей заболеваемости туберкулезом всего (на 100 тыс. населения),ОЗ туб,2020,139.15,3316.0,2383107.0
id_2.1.4,Показатель общей заболеваемости туберкулезом всего (на 100 тыс. населения),ОЗ туб,2021,114.81,2720.0,2369234.0
id_2.1.4,Показатель общей заболеваемости туберкулезом всего (на 100 тыс. населения),ОЗ туб,2022,110.88,2610.0,2353904.0
id_2.1.4,Показатель общей заболеваемости туберкулезом всего (на 100 тыс. населения),ОЗ туб,2023,95.27,2227.0,2337449.0
id_2.1.4,Показатель общей заболеваемости туберкулезом всего (на 100 тыс. населения),ОЗ туб,2024,74.36,1733.0,2330537.0
id_2.1.5,Показатель общей заболеваемости туберкулезом детей 0-14 лет всего (на 100 тыс. населения),ОЗ туб 0-14,2016,24.79,121.0,488187.0
id_2.1.5,Показатель общей заболеваемости туберкулезом детей 0-14 лет всего (на 100 тыс. населения),ОЗ туб 0-14,2017,18.41,91.0,494280.0
id_2.1.5,Показатель общей заболеваемости туберкулезом детей 0-14 лет всего (на 100 тыс. населения),ОЗ туб 0-14,2018,15.08,75.0,497183.0
id_2.1.5,Показатель общей заболеваемости туберкулезом детей 0-14 лет всего (на 100 тыс. населения),ОЗ туб 0-14,2019,10.05,50.0,497434.0
id_2.1.5,Показатель общей заболеваемости туберкулезом детей 0-14 лет всего (на 100 тыс. населения),ОЗ туб 0-14,2020,3.63,18.0,495875.0
id_2.1.5,Показатель общей заболеваемости туберкулезом детей 0-14 лет всего (на 100 тыс. населения),ОЗ туб 0-14,2021,4.11,20.0,487016.0
id_2.1.5,Показатель общей заболеваемости туберкулезом детей 0-14 лет всего (на 100 тыс. населения),ОЗ туб 0-14,2022,3.74,18.0,480722.0
id_2.1.5,Показатель общей заболеваемости туберкулезом детей 0-14 лет всего (на 100 тыс. населения),ОЗ туб 0-14,2023,4.2,20.0,476624.0
id_2.1.5,Показатель общей заболеваемости туберкулезом детей 0-14 лет всего (на 100 тыс. населения),ОЗ туб 0-14,2024,2.55,12.0,470864.0
id_2.1.6,Показатель общей заболеваемости туберкулезом подростков 15-17 лет (на 100 тыс. населения),ОЗ туб 15-17,2016,48.01,36.0,74979.0
id_2.1.6,Показатель общей заболеваемости туберкулезом подростков 15-17 лет (на 100 тыс. населения),ОЗ туб 15-17,2017,41.77,32.0,76615.0
id_2.1.6,Показатель общей заболеваемости туберкулезом подростков 15-17 лет (на 100 тыс. населения),ОЗ туб 15-17,2018,29.0,23.0,79314.0
id_2.1.6,Показатель общей заболеваемости туберкулезом подростков 15-17 лет (на 100 тыс. населения),ОЗ туб 15-17,2019,29.4,24.0,81632.0
id_2.1.6,Показатель общей заболеваемости туберкулезом подростков 15-17 лет (на 100 тыс. населения),ОЗ туб 15-17,2020,21.77,18.0,82676.0
id_2.1.6,Показатель общей заболеваемости туберкулезом подростков 15-17 лет (на 100 тыс. населения),ОЗ туб 15-17,2021,13.52,11.0,81391.0
id_2.1.6,Показатель общей заболеваемости туберкулезом подростков 15-17 лет (на 100 тыс. населения),ОЗ туб 15-17,2022,16.97,14.0,82513.0
id_2.1.6,Показатель общей заболеваемости туберкулезом подростков 15-17 лет (на 100 тыс. населения),ОЗ туб 15-17,2023,16.99,15.0,88298.0
id_2.1.6,Показатель общей заболеваемости туберкулезом подростков 15-17 лет (на 100 тыс. населения),ОЗ туб 15-17,2024,14.17,13.0,91717.0
id_2.2.1,Показатель первичной заболеваемости туберкулезом органов дыхания (на 100 тыс. населения),ПЗ ОД туб,2016,95.11,2293.0,2410851.0
id_2.2.1,Показатель первичной заболеваемости туберкулезом органов дыхания (на 100 тыс. населения),ПЗ ОД туб,2017,84.44,2032.0,2406548.0
id_2.2.1,Показатель первичной заболеваемости туберкулезом органов дыхания (на 100 тыс. населения),ПЗ ОД туб,2018,70.3,1688.0,2400979.0
id_2.2.1,Показатель первичной заболеваемости туберкулезом органов дыхания (на 100 тыс. населения),ПЗ ОД туб,2019,65.02,1557.0,2394478.0
id_2.2.1,Показатель первичной заболеваемости туберкулезом органов дыхания (на 100 тыс. населения),ПЗ ОД туб,2020,51.61,1230.0,2383107.0
id_2.2.1,Показатель первичной заболеваемости туберкулезом органов дыхания (на 100 тыс. населения),ПЗ ОД туб,2021,47.36,1122.0,2369234.0
id_2.2.1,Показатель первичной заболеваемости туберкулезом органов дыхания (на 100 тыс. населения),ПЗ ОД туб,2022,51.32,1208.0,2353904.0
id_2.2.1,Показатель первичной заболеваемости туберкулезом органов дыхания (на 100 тыс. населения),ПЗ ОД туб,2023,45.99,1075.0,2337449.0
id_2.2.1,Показатель первичной заболеваемости туберкулезом органов дыхания (на 100 тыс. населения),ПЗ ОД туб,2024,42.01,979.0,2330537.0
id_2.2.2,Показатель первичной заболеваемости туберкулезом органов дыхания детей 0-14 лет (на 100 тыс. населения),ПЗ ОД туб 0-14,2016,18.23,89.0,488187.0
id_2.2.2,Показатель первичной заболеваемости туберкулезом органов дыхания детей 0-14 лет (на 100 тыс. населения),ПЗ ОД туб 0-14,2017,13.15,65.0,494280.0
id_2.2.2,Показатель первичной заболеваемости туберкулезом органов дыхания детей 0-14 лет (на 100 тыс. населения),ПЗ ОД туб 0-14,2018,10.06,50.0,497183.0
id_2.2.2,Показатель первичной заболеваемости туберкулезом органов дыхания детей 0-14 лет (на 100 тыс. населения),ПЗ ОД туб 0-14,2019,7.24,36.0,497434.0
id_2.2.2,Показатель первичной заболеваемости туберкулезом органов дыхания детей 0-14 лет (на 100 тыс. населения),ПЗ ОД туб 0-14,2020,5.04,25.0,495875.0
id_2.2.2,Показатель первичной заболеваемости туберкулезом органов дыхания детей 0-14 лет (на 100 тыс. населения),ПЗ ОД туб 0-14,2021,5.54,27.0,487016.0
id_2.2.2,Показатель первичной заболеваемости туберкулезом органов дыхания детей 0-14 лет (на 100 тыс. населения),ПЗ ОД туб 0-14,2022,4.58,22.0,480722.0
id_2.2.2,Показатель первичной заболеваемости туберкулезом органов дыхания детей 0-14 лет (на 100 тыс. населения),ПЗ ОД туб 0-14,2023,3.57,17.0,476624.0
id_2.2.2,Показатель первичной заболеваемости туберкулезом органов дыхания детей 0-14 лет (на 100 тыс. населения),ПЗ ОД туб 0-14,2024,3.19,15.0,470864.0
id_2.2.3,Показатель первичной заболеваемости туберкулезом органов дыхания подростков 15-17 лет (на 100 тыс. населения),ПЗ ОД туб 15-17,2016,41.34,31.0,74979.0
id_2.2.3,Показатель первичной заболеваемости туберкулезом органов дыхания подростков 15-17 лет (на 100 тыс. населения),ПЗ ОД туб 15-17,2017,28.72,22.0,76615.0
id_2.2.3,Показатель первичной заболеваемости туберкулезом органов дыхания подростков 15-17 лет (на 100 тыс. населения),ПЗ ОД туб 15-17,2018,27.74,22.0,79314.0
id_2.2.3,Показатель первичной заболеваемости туберкулезом органов дыхания подростков 15-17 лет (на 100 тыс. населения),ПЗ ОД туб 15-17,2019,26.95,22.0,81632.0
id_2.2.3,Показатель первичной заболеваемости туберкулезом органов дыхания подростков 15-17 лет (на 100 тыс. населения),ПЗ ОД туб 15-17,2020,24.19,20.0,82676.0
id_2.2.3,Показатель первичной заболеваемости туберкулезом органов дыхания подростков 15-17 лет (на 100 тыс. населения),ПЗ ОД туб 15-17,2021,14.74,12.0,81391.0
id_2.2.3,Показатель первичной заболеваемости туберкулезом органов дыхания подростков 15-17 лет (на 100 тыс. населения),ПЗ ОД туб 15-17,2022,19.39,16.0,82513.0
id_2.2.3,Показатель первичной заболеваемости туберкулезом органов дыхания подростков 15-17 лет (на 100 тыс. населения),ПЗ ОД туб 15-17,2023,19.25,17.0,88298.0
id_2.2.3,Показатель первичной заболеваемости туберкулезом органов дыхания подростков 15-17 лет (на 100 тыс. населения),ПЗ ОД туб 15-17,2024,21.81,20.0,91717.0
id_2.2.4,Показатель общей заболеваемости туберкулезом органов дыхания (на 100 тыс. населения),ОЗ ОД туб,2016,238.55,5751.0,2410851.0
id_2.2.4,Показатель общей заболеваемости туберкулезом органов дыхания (на 100 тыс. населения),ОЗ ОД туб,2017,212.5,5114.0,2406548.0
id_2.2.4,Показатель общей заболеваемости туберкулезом органов дыхания (на 100 тыс. населения),ОЗ ОД туб,2018,185.67,4458.0,2400979.0
id_2.2.4,Показатель общей заболеваемости туберкулезом органов дыхания (на 100 тыс. населения),ОЗ ОД туб,2019,164.71,3944.0,2394478.0
id_2.2.4,Показатель общей заболеваемости туберкулезом органов дыхания (на 100 тыс. населения),ОЗ ОД туб,2020,128.36,3059.0,2383107.0
id_2.2.4,Показатель общей заболеваемости туберкулезом органов дыхания (на 100 тыс. населения),ОЗ ОД туб,2021,106.7,2528.0,2369234.0
id_2.2.4,Показатель общей заболеваемости туберкулезом органов дыхания (на 100 тыс. населения),ОЗ ОД туб,2022,103.95,2447.0,2353904.0
id_2.2.4,Показатель общей заболеваемости туберкулезом органов дыхания (на 100 тыс. населения),ОЗ ОД туб,2023,89.37,2089.0,2337449.0
id_2.2.4,Показатель общей заболеваемости туберкулезом органов дыхания (на 100 тыс. населения),ОЗ ОД туб,2024,69.98,1631.0,2330537.0
id_2.2.5,Показатель общей заболеваемости туберкулезом органов дыхания детей 0-14 лет (на 100 тыс. населения),ОЗ ОД туб 0-14,2016,22.53,110.0,488187.0
id_2.2.5,Показатель общей заболеваемости туберкулезом органов дыхания детей 0-14 лет (на 100 тыс. населения),ОЗ ОД туб 0-14,2017,17.2,85.0,494280.0
id_2.2.5,Показатель общей заболеваемости туберкулезом органов дыхания детей 0-14 лет (на 100 тыс. населения),ОЗ ОД туб 0-14,2018,13.48,67.0,497183.0
id_2.2.5,Показатель общей заболеваемости туберкулезом органов дыхания детей 0-14 лет (на 100 тыс. населения),ОЗ ОД туб 0-14,2019,9.05,45.0,497434.0
id_2.2.5,Показатель общей заболеваемости туберкулезом органов дыхания детей 0-14 лет (на 100 тыс. населения),ОЗ ОД туб 0-14,2020,3.63,18.0,495875.0
id_2.2.5,Показатель общей заболеваемости туберкулезом органов дыхания детей 0-14 лет (на 100 тыс. населения),ОЗ ОД туб 0-14,2021,3.7,18.0,487016.0
