payer_id;recency;frequency;monetary;R_Score;F_Score;M_Score;RFM_segment;Segment_Name
PID_7b877469f9ba;63;3;300.0;1;2;1;121;Ушедшие экономные
PID_7b89d1bcb871;0;24;7200.0;3;3;3;333;VIP / Супер-ядро
PID_7b903a0aede2;0;11;11000.0;3;3;3;333;VIP / Супер-ядро
PID_7b90a7fa222a;22;7;1400.0;2;2;2;222;Требуют внимания
PID_7b91f20a5f2a;80;6;1000.0;1;2;2;122;Потерянные VIP
PID_7b96fd1d3bcd;51;1;200.0;2;1;1;211;Остывающие новички
PID_7b9ef83a2507;52;1;100.0;1;1;1;111;Ушедшие новички
PID_7b9fe0f49703;39;2;1000.0;2;1;2;212;Остывающие новички
PID_7ba175af008a;0;13;1300.0;3;3;2;332;Лояльное ядро
PID_7ba6762574cf;1;2;1000.0;3;1;2;312;Перспективные новички
PID_7bb0bf1b7a5f;55;18;7200.0;1;3;3;133;Потерянные VIP
PID_7bb1a7e9a5d2;79;5;500.0;1;2;1;121;Ушедшие экономные
PID_7bb60cbf7ec0;1;30;3000.0;3;3;3;333;VIP / Супер-ядро
PID_7bb930049938;0;11;5500.0;3;3;3;333;VIP / Супер-ядро
PID_7bba3ff56840;13;4;400.0;3;2;1;321;Потенциальное ядро
PID_7bbb46a61a37;30;7;700.0;2;2;2;222;Требуют внимания
PID_7bbc68814aba;0;81;40500.0;3;3;3;333;VIP / Супер-ядро
PID_7bcbb2f55f43;62;1;100.0;1;1;1;111;Ушедшие новички
PID_7bcd33af8e4d;52;1;100.0;1;1;1;111;Ушедшие новички
PID_7bd14caef8d4;3;13;1300.0;3;3;2;332;Лояльное ядро
PID_7bd162e0a08a;1;24;4800.0;3;3;3;333;VIP / Супер-ядро
PID_7bd2e819faa3;57;29;5800.0;1;3;3;133;Потерянные VIP
PID_7bd3f871a305;0;32;6400.0;3;3;3;333;VIP / Супер-ядро
PID_7bdebfb3dbf5;29;1;500.0;2;1;1;211;Остывающие новички
PID_7be11ab9a9b5;74;2;200.0;1;1;1;111;Ушедшие новички
PID_7be1d5fa2af9;48;4;2000.0;2;2;2;222;Требуют внимания
PID_7be56a47a494;57;3;600.0;1;2;2;122;Потерянные VIP
PID_7be657fbace9;54;29;6900.0;1;3;3;133;Потерянные VIP
PID_7be9e72bcecb;84;1;100.0;1;1;1;111;Ушедшие новички
PID_7beb77f97dc9;23;25;5600.0;2;3;3;233;Засыпающие VIP
PID_7bedbe914c4f;46;1;200.0;2;1;1;211;Остывающие новички
PID_7bef6a5da1c5;25;4;2000.0;2;2;2;222;Требуют внимания
PID_7bf14d3d2ac4;11;5;5000.0;3;2;3;323;Потенциальное ядро
PID_7bf23eb74227;0;17;1700.0;3;3;2;332;Лояльное ядро
PID_7bf53b25d9b4;1;45;11100.0;3;3;3;333;VIP / Супер-ядро
PID_7bfb53247c32;62;1;500.0;1;1;1;111;Ушедшие новички
PID_7bfe0ad7d95c;2;39;7800.0;3;3;3;333;VIP / Супер-ядро
PID_7c02010d662c;2;40;4000.0;3;3;3;333;VIP / Супер-ядро
PID_7c035e31fa97;19;5;1000.0;2;2;2;222;Требуют внимания
PID_7c059a91e893;68;1;200.0;1;1;1;111;Ушедшие новички
PID_7c0a30c0cdb0;43;6;600.0;2;2;2;222;Требуют внимания
PID_7c0eb4b15bcd;29;4;800.0;2;2;2;222;Требуют внимания
PID_7c13d8db6a32;11;2;200.0;3;1;1;311;Новые доноры (Малый чек)
PID_7c14bfbdb9a4;56;10;1300.0;1;3;2;132;Потерянные VIP
PID_7c1a7cd3f920;1;19;19000.0;3;3;3;333;VIP / Супер-ядро
PID_7c1f5ec6bd24;0;23;6900.0;3;3;3;333;VIP / Супер-ядро
PID_7c23fd7c270f;0;23;11500.0;3;3;3;333;VIP / Супер-ядро
PID_7c26e04fc168;31;1;500.0;2;1;1;211;Остывающие новички
PID_7c2787be369b;7;19;1900.0;3;3;2;332;Лояльное ядро
PID_7c28187fd0b2;56;1;200.0;1;1;1;111;Ушедшие новички
PID_7c2c60760fb2;59;27;5400.0;1;3;3;133;Потерянные VIP
PID_7c2ef86219ed;17;16;3200.0;3;3;3;333;VIP / Супер-ядро
PID_7c35045ac635;38;4;800.0;2;2;2;222;Требуют внимания
PID_7c40e5ffe66d;0;4;4000.0;3;2;3;323;Потенциальное ядро
PID_7c41ea8be8f7;54;1;100.0;1;1;1;111;Ушедшие новички
PID_7c4481aa5846;0;52;5200.0;3;3;3;333;VIP / Супер-ядро
PID_7c449cae8c51;41;1;100.0;2;1;1;211;Остывающие новички
PID_7c46d7f49d74;19;1;200.0;2;1;1;211;Остывающие новички
PID_7c47754ea66c;0;7;3500.0;3;2;3;323;Потенциальное ядро
PID_7c50b1af99ac;33;4;800.0;2;2;2;222;Требуют внимания
PID_7c546a1595ea;0;4;2000.0;3;2;2;322;Потенциальное ядро
PID_7c54a8b6f623;14;11;5500.0;3;3;3;333;VIP / Супер-ядро
PID_7c58382cb049;0;13;1300.0;3;3;2;332;Лояльное ядро
PID_7c5915ce71d4;32;18;1800.0;2;3;2;232;Засыпающее ядро
PID_7c6086d5f7a3;1;8;2400.0;3;2;3;323;Потенциальное ядро
PID_7c6547091622;71;2;400.0;1;1;1;111;Ушедшие новички
PID_7c67df0c3d98;0;52;10400.0;3;3;3;333;VIP / Супер-ядро
PID_7c6a80f7775c;39;1;100.0;2;1;1;211;Остывающие новички
PID_7c6ab6afc218;61;1;100.0;1;1;1;111;Ушедшие новички
PID_7c71321aed7e;30;4;1200.0;2;2;2;222;Требуют внимания
PID_7c7a25db426a;9;29;2900.0;3;3;3;333;VIP / Супер-ядро
PID_7c7dd35d6fdd;48;7;1400.0;2;2;2;222;Требуют внимания
PID_7c810bfed809;50;2;200.0;2;1;1;211;Остывающие новички
PID_7c8864bee03a;32;3;600.0;2;2;2;222;Требуют внимания
PID_7c8fddb66787;82;1;500.0;1;1;1;111;Ушедшие новички
PID_7c9635abae97;4;46;4600.0;3;3;3;333;VIP / Супер-ядро
PID_7c986cd96414;77;1;500.0;1;1;1;111;Ушедшие новички
PID_7ca0e748c8e7;47;6;1200.0;2;2;2;222;Требуют внимания
PID_7ca3326537b4;29;12;12000.0;2;3;3;233;Засыпающие VIP
PID_7ca6159201e7;24;10;2000.0;2;3;2;232;Засыпающее ядро
PID_7cb1d75d1935;0;20;10000.0;3;3;3;333;VIP / Супер-ядро
PID_7cb4a3ed3f07;84;2;200.0;1;1;1;111;Ушедшие новички
PID_7cb8ac29fad8;17;2;200.0;3;1;1;311;Новые доноры (Малый чек)
PID_7cbea41b4d69;47;10;1000.0;2;3;2;232;Засыпающее ядро
PID_7cc1f534e22c;36;34;5100.0;2;3;3;233;Засыпающие VIP
PID_7cc2a332e941;1;13;3900.0;3;3;3;333;VIP / Супер-ядро
PID_7cc30b66e2e9;61;1;100.0;1;1;1;111;Ушедшие новички
PID_7cc7214445bf;16;41;4100.0;3;3;3;333;VIP / Супер-ядро
PID_7ccec387749e;51;5;500.0;2;2;1;221;Требуют внимания
PID_7cd08d3601c9;11;1;500.0;3;1;1;311;Новые доноры (Малый чек)
PID_7cd7f13187de;33;1;100.0;2;1;1;211;Остывающие новички
PID_7ce2542f56ba;50;3;300.0;2;2;1;221;Требуют внимания
PID_7ceb66093d13;81;5;1000.0;1;2;2;122;Потерянные VIP
PID_7cecf2cb5ec4;77;1;1000.0;1;1;2;112;Ушедшие новички
PID_7ceff4669612;32;3;600.0;2;2;2;222;Требуют внимания
PID_7cf3b6f6ff25;1;19;5700.0;3;3;3;333;VIP / Супер-ядро
PID_7cf40eb65110;34;114;11400.0;2;3;3;233;Засыпающие VIP
PID_7cf553ad633f;7;8;800.0;3;2;2;322;Потенциальное ядро
PID_7cf5e3c97e9c;59;2;1000.0;1;1;2;112;Ушедшие новички
PID_7cf5eb1e094d;49;2;1000.0;2;1;2;212;Остывающие новички
PID_7cf688ec86d2;11;16;16000.0;3;3;3;333;VIP / Супер-ядро
PID_7cf916536e82;0;3;1500.0;3;2;2;322;Потенциальное ядро
PID_7cfa57d9a7da;52;6;1100.0;1;2;2;122;Потерянные VIP
PID_7cfc529118ab;52;9;900.0;1;2;2;122;Потерянные VIP
PID_7d04ada23758;79;1;200.0;1;1;1;111;Ушедшие новички
PID_7d07faa78636;47;5;1000.0;2;2;2;222;Требуют внимания
PID_7d0b332aa450;0;5;2500.0;3;2;3;323;Потенциальное ядро
PID_7d0b6344f064;52;1;70.0;1;1;1;111;Ушедшие новички
PID_7d0c42ddb5c6;32;40;29000.0;2;3;3;233;Засыпающие VIP
PID_7d0d403d224f;28;3;300.0;2;2;1;221;Требуют внимания
PID_7d15383997cd;56;1;200.0;1;1;1;111;Ушедшие новички
PID_7d155a824073;1;23;2300.0;3;3;3;333;VIP / Супер-ядро
PID_7d1c559bf0ba;56;3;1500.0;1;2;2;122;Потерянные VIP
PID_7d1d8cef9870;65;5;500.0;1;2;1;121;Ушедшие экономные
PID_7d1ee3a17f51;83;5;1000.0;1;2;2;122;Потерянные VIP
PID_7d21126e8339;42;17;1700.0;2;3;2;232;Засыпающее ядро
PID_7d25d3c3bcbb;0;30;15000.0;3;3;3;333;VIP / Супер-ядро
PID_7d28340527d1;30;1;1000.0;2;1;2;212;Остывающие новички
PID_7d286ba82550;39;2;400.0;2;1;1;211;Остывающие новички
PID_7d2b5ef57012;61;2;200.0;1;1;1;111;Ушедшие новички
PID_7d2cddc9af16;36;6;1200.0;2;2;2;222;Требуют внимания
PID_7d2e32779198;2;45;4500.0;3;3;3;333;VIP / Супер-ядро
PID_7d2eb2b7ab31;15;14;1400.0;3;3;2;332;Лояльное ядро
PID_7d30d046c6b3;64;1;100.0;1;1;1;111;Ушедшие новички
PID_7d389f8f3ac8;56;2;200.0;1;1;1;111;Ушедшие новички
PID_7d39e9a8b83d;52;3;300.0;1;2;1;121;Ушедшие экономные
PID_7d3a1e2aaa1b;8;3;1200.0;3;2;2;322;Потенциальное ядро
PID_7d3b0c110733;54;4;800.0;1;2;2;122;Потерянные VIP
PID_7d3cd0e8a459;10;15;3000.0;3;3;3;333;VIP / Супер-ядро
PID_7d3df25e4bc7;69;27;2700.0;1;3;3;133;Потерянные VIP
PID_7d3dfe884d72;77;1;100.0;1;1;1;111;Ушедшие новички
PID_7d3f13145431;59;2;200.0;1;1;1;111;Ушедшие новички
PID_7d44ac704bc7;80;4;400.0;1;2;1;121;Ушедшие экономные
PID_7d4681f9ba51;34;1;500.0;2;1;1;211;Остывающие новички
PID_7d46d24d013d;60;1;100.0;1;1;1;111;Ушедшие новички
PID_7d46f82bae1b;2;17;8500.0;3;3;3;333;VIP / Супер-ядро
PID_7d4908f425fe;20;6;1200.0;2;2;2;222;Требуют внимания
PID_7d4bfe4eb5b9;78;7;350.0;1;2;1;121;Ушедшие экономные
PID_7d54e7fe5be9;28;2;200.0;2;1;1;211;Остывающие новички
PID_7d58931b8c72;0;29;8700.0;3;3;3;333;VIP / Супер-ядро
PID_7d62413b3a0f;38;3;600.0;2;2;2;222;Требуют внимания
PID_7d63e69c8cff;4;49;4900.0;3;3;3;333;VIP / Супер-ядро
PID_7d67e6022966;54;1;200.0;1;1;1;111;Ушедшие новички
PID_7d6cf103cf28;61;5;500.0;1;2;1;121;Ушедшие экономные
PID_7d6eb64e4755;52;12;2400.0;1;3;3;133;Потерянные VIP
PID_7d7717cade93;54;22;2200.0;1;3;3;133;Потерянные VIP
PID_7d7744acc9dc;27;2;1000.0;2;1;2;212;Остывающие новички
PID_7d77c97c9cd2;13;16;4800.0;3;3;3;333;VIP / Супер-ядро
PID_7d7c02d0ceb8;8;33;3300.0;3;3;3;333;VIP / Супер-ядро
PID_7d7d4ed2a211;10;24;2400.0;3;3;3;333;VIP / Супер-ядро
PID_7d7dd1e7b813;12;42;8000.0;3;3;3;333;VIP / Супер-ядро
PID_7d7fae1ea6f4;51;1;200.0;2;1;1;211;Остывающие новички
PID_7d80a4c12636;3;21;4200.0;3;3;3;333;VIP / Супер-ядро
PID_7d84f4584956;11;10;2000.0;3;3;2;332;Лояльное ядро
PID_7d8876ae1bd7;34;15;1500.0;2;3;2;232;Засыпающее ядро
PID_7d8d0832383b;46;2;400.0;2;1;1;211;Остывающие новички
PID_7d8e9f771be0;33;3;300.0;2;2;1;221;Требуют внимания
PID_7d8ea3a810a5;26;1;1000.0;2;1;2;212;Остывающие новички
PID_7d933b0a0254;24;2;400.0;2;1;1;211;Остывающие новички
PID_7d988efc08ac;6;12;3600.0;3;3;3;333;VIP / Супер-ядро
PID_7da431bcfeca;65;1;500.0;1;1;1;111;Ушедшие новички
PID_7da47557842c;48;2;400.0;2;1;1;211;Остывающие новички
PID_7dab4c2228c7;19;1;100.0;2;1;1;211;Остывающие новички
PID_7dac5483f386;25;3;1500.0;2;2;2;222;Требуют внимания
PID_7dac8e34b865;14;71;35500.0;3;3;3;333;VIP / Супер-ядро
PID_7dad709a587d;55;4;800.0;1;2;2;122;Потерянные VIP
PID_7db87fb837db;72;2;200.0;1;1;1;111;Ушедшие новички
PID_7db9a215895f;64;2;200.0;1;1;1;111;Ушедшие новички
PID_7dbc46eaa497;54;2;200.0;1;1;1;111;Ушедшие новички
PID_7dbf935334ed;25;3;300.0;2;2;1;221;Требуют внимания
PID_7dc38601ebe0;3;11;5500.0;3;3;3;333;VIP / Супер-ядро
PID_7dc5c90c8b51;26;1;100.0;2;1;1;211;Остывающие новички
PID_7dc6ab587082;30;11;2200.0;2;3;3;233;Засыпающие VIP
PID_7dc6b987e494;18;13;1300.0;2;3;2;232;Засыпающее ядро
PID_7dc86057213e;29;2;400.0;2;1;1;211;Остывающие новички
PID_7dcaec40f371;56;1;100.0;1;1;1;111;Ушедшие новички
PID_7dcd0cf938e3;22;3;600.0;2;2;2;222;Требуют внимания
PID_7dd52db84823;75;3;3000.0;1;2;3;123;Потерянные VIP
PID_7dd6077b7175;52;17;3400.0;1;3;3;133;Потерянные VIP
PID_7dd93d38ace5;38;27;5400.0;2;3;3;233;Засыпающие VIP
PID_7ddfd064d6af;0;14;7000.0;3;3;3;333;VIP / Супер-ядро
PID_7de0f2d438a2;16;1;200.0;3;1;1;311;Новые доноры (Малый чек)
PID_7de3dde20bf6;15;11;1100.0;3;3;2;332;Лояльное ядро
PID_7df00479afc8;14;3;1200.0;3;2;2;322;Потенциальное ядро
PID_7df1ca9d97ff;81;1;100.0;1;1;1;111;Ушедшие новички
PID_7df3d67c7749;4;35;10500.0;3;3;3;333;VIP / Супер-ядро
PID_7df6b8baebcf;33;5;2500.0;2;2;3;223;Требуют внимания
PID_7dfcac517d27;39;2;200.0;2;1;1;211;Остывающие новички
PID_7dfec04e6fd9;18;12;1200.0;2;3;2;232;Засыпающее ядро
PID_7e0669780ff3;38;1;200.0;2;1;1;211;Остывающие новички
PID_7e0c63d2db7e;58;2;600.0;1;1;2;112;Ушедшие новички
PID_7e0cb5470ba6;55;1;500.0;1;1;1;111;Ушедшие новички
PID_7e0cf9887b26;24;2;1000.0;2;1;2;212;Остывающие новички
PID_7e0ed04d2157;22;37;7400.0;2;3;3;233;Засыпающие VIP
PID_7e138cbbf8f0;19;1;200.0;2;1;1;211;Остывающие новички
PID_7e1bbe0f0c1a;37;1;1000.0;2;1;2;212;Остывающие новички
PID_7e1c7ba0a72d;15;3;300.0;3;2;1;321;Потенциальное ядро
PID_7e1e52ef5c4d;40;1;100.0;2;1;1;211;Остывающие новички
PID_7e1fc2396b55;0;63;9500.0;3;3;3;333;VIP / Супер-ядро
PID_7e23f47e1744;48;7;700.0;2;2;2;222;Требуют внимания
PID_7e26090d2b61;29;1;200.0;2;1;1;211;Остывающие новички
PID_7e270405c264;11;17;2550.0;3;3;3;333;VIP / Супер-ядро
PID_7e2a0316098f;66;4;400.0;1;2;1;121;Ушедшие экономные
PID_7e2cdf30e6f7;2;11;4400.0;3;3;3;333;VIP / Супер-ядро
PID_7e2d305b0c9b;0;111;47900.0;3;3;3;333;VIP / Супер-ядро
PID_7e2d5e5d5f71;40;27;5400.0;2;3;3;233;Засыпающие VIP
PID_7e2f4c31baed;38;19;1900.0;2;3;2;232;Засыпающее ядро
PID_7e2fb00fb52a;0;42;4200.0;3;3;3;333;VIP / Супер-ядро
PID_7e3211a2ce9a;19;1;200.0;2;1;1;211;Остывающие новички
PID_7e336bb7556b;47;1;100.0;2;1;1;211;Остывающие новички
PID_7e35227a171a;0;26;7800.0;3;3;3;333;VIP / Супер-ядро
PID_7e3798413d20;64;1;100.0;1;1;1;111;Ушедшие новички
PID_7e393f31bc68;18;31;1850.0;2;3;2;232;Засыпающее ядро
PID_7e39f7795cb2;5;30;750.0;3;3;2;332;Лояльное ядро
PID_7e3d5c466944;53;2;400.0;1;1;1;111;Ушедшие новички
PID_7e4522eca0c1;1;22;4400.0;3;3;3;333;VIP / Супер-ядро
PID_7e459969b0f5;80;6;600.0;1;2;2;122;Потерянные VIP
PID_7e464edbabff;56;3;1500.0;1;2;2;122;Потерянные VIP
PID_7e4881d1a4d3;12;12;12000.0;3;3;3;333;VIP / Супер-ядро
PID_7e48d89adcde;12;6;3000.0;3;2;3;323;Потенциальное ядро
PID_7e4c3508ea5c;54;5;2500.0;1;2;3;123;Потерянные VIP
PID_7e50089cb8d1;72;2;400.0;1;1;1;111;Ушедшие новички
PID_7e50c7a212ca;26;2;1000.0;2;1;2;212;Остывающие новички
PID_7e511ac1a14a;12;1;500.0;3;1;1;311;Новые доноры (Малый чек)
PID_7e54f6660593;52;4;400.0;1;2;1;121;Ушедшие экономные
PID_7e569d877597;8;23;2300.0;3;3;3;333;VIP / Супер-ядро
PID_7e596276e074;71;3;864.0;1;2;2;122;Потерянные VIP
PID_7e59eaf3c420;1;17;5100.0;3;3;3;333;VIP / Супер-ядро
PID_7e5adab9e2d7;17;4;40.0;3;2;1;321;Потенциальное ядро
PID_7e5b4253612d;19;5;2500.0;2;2;3;223;Требуют внимания
PID_7e5c3eed82ed;1;25;5000.0;3;3;3;333;VIP / Супер-ядро
PID_7e5ebc014af4;34;114;13600.0;2;3;3;233;Засыпающие VIP
PID_7e60e742c996;4;1;200.0;3;1;1;311;Новые доноры (Малый чек)
PID_7e64958a9e08;57;7;3500.0;1;2;3;123;Потерянные VIP
PID_7e69c79515b6;53;6;1200.0;1;2;2;122;Потерянные VIP
PID_7e6f5bce1a88;49;14;700.0;2;3;2;232;Засыпающее ядро
PID_7e70d0ffb37f;83;1;1000.0;1;1;2;112;Ушедшие новички
PID_7e715bfc97f8;35;2;1000.0;2;1;2;212;Остывающие новички
PID_7e73862b7eec;1;5;5000.0;3;2;3;323;Потенциальное ядро
PID_7e7a43491e05;14;12;2400.0;3;3;3;333;VIP / Супер-ядро
PID_7e7e2d9899e5;60;6;600.0;1;2;2;122;Потерянные VIP
PID_7e7f5d9dfb66;18;16;16000.0;2;3;3;233;Засыпающие VIP
PID_7e83ca942a52;38;1;500.0;2;1;1;211;Остывающие новички
PID_7e8963e7c297;59;2;200.0;1;1;1;111;Ушедшие новички
PID_7e8a2e333a77;30;1;100.0;2;1;1;211;Остывающие новички
PID_7e8c2c1f22e2;18;18;9000.0;2;3;3;233;Засыпающие VIP
PID_7e8e42ea8def;54;4;800.0;1;2;2;122;Потерянные VIP
PID_7e9519b7accd;62;1;1000.0;1;1;2;112;Ушедшие новички
PID_7e9529c7c03d;0;357;91500.0;3;3;3;333;VIP / Супер-ядро
PID_7e9bb3222c84;0;16;4800.0;3;3;3;333;VIP / Супер-ядро
PID_7ea6f782833f;27;2;2000.0;2;1;2;212;Остывающие новички
PID_7ea79a7c7137;82;1;100.0;1;1;1;111;Ушедшие новички
PID_7ea7d673e634;21;2;2000.0;2;1;2;212;Остывающие новички
PID_7ea8ee9b80fc;61;1;100.0;1;1;1;111;Ушедшие новички
PID_7eb2a99794bf;32;2;200.0;2;1;1;211;Остывающие новички
PID_7eb2b7aeb90b;2;4;2000.0;3;2;2;322;Потенциальное ядро
PID_7eb38f9b8589;52;3;900.0;1;2;2;122;Потерянные VIP
PID_7eb4f182a6ed;1;14;7000.0;3;3;3;333;VIP / Супер-ядро
PID_7eb6710cedfb;12;14;6700.0;3;3;3;333;VIP / Супер-ядро
PID_7eb715a59f3e;6;13;3900.0;3;3;3;333;VIP / Супер-ядро
PID_7ebde9b36518;65;1;200.0;1;1;1;111;Ушедшие новички
PID_7ebed6ddd4ea;0;47;4700.0;3;3;3;333;VIP / Супер-ядро
PID_7ebf2286d9d0;28;1;300.0;2;1;1;211;Остывающие новички
PID_7ebf3084d5bc;1;19;1900.0;3;3;2;332;Лояльное ядро
PID_7ebf78f304e4;27;1;200.0;2;1;1;211;Остывающие новички
PID_7ec3910935e7;77;1;200.0;1;1;1;111;Ушедшие новички
PID_7ec9107a1de6;57;2;200.0;1;1;1;111;Ушедшие новички
PID_7ec9e3a2adb3;0;100;20000.0;3;3;3;333;VIP / Супер-ядро
PID_7ecde845ec37;52;2;200.0;1;1;1;111;Ушедшие новички
PID_7ed33aeb6ebf;23;9;2700.0;2;2;3;223;Требуют внимания
PID_7ed3df70ce8c;1;47;4700.0;3;3;3;333;VIP / Супер-ядро
PID_7ed49a5fd1d9;77;1;100.0;1;1;1;111;Ушедшие новички
PID_7ed4b803fb53;65;1;100.0;1;1;1;111;Ушедшие новички
PID_7ed4c3cca9dc;7;9;4500.0;3;2;3;323;Потенциальное ядро
PID_7ed900486ff4;34;1;200.0;2;1;1;211;Остывающие новички
PID_7ed96e049afa;5;21;10500.0;3;3;3;333;VIP / Супер-ядро
PID_7ed997529472;36;5;1000.0;2;2;2;222;Требуют внимания
PID_7edd063025e6;65;6;600.0;1;2;2;122;Потерянные VIP
PID_7edd1a9939cc;23;23;11500.0;2;3;3;233;Засыпающие VIP
PID_7eec2d0ad1c1;15;1;500.0;3;1;1;311;Новые доноры (Малый чек)
PID_7eee6bb5f443;1;83;18100.0;3;3;3;333;VIP / Супер-ядро
PID_7ef048e9d577;37;33;4800.0;2;3;3;233;Засыпающие VIP
PID_7ef1af80f5ba;81;1;100.0;1;1;1;111;Ушедшие новички
PID_7ef3d7304fbe;12;5;1000.0;3;2;2;322;Потенциальное ядро
PID_7ef455035cc4;37;6;600.0;2;2;2;222;Требуют внимания
PID_7ef7f7af86fd;35;2;2000.0;2;1;2;212;Остывающие новички
PID_7f0092aaa823;49;8;900.0;2;2;2;222;Требуют внимания
PID_7f00af67a6bc;54;1;200.0;1;1;1;111;Ушедшие новички
PID_7f162647ad2b;56;3;1200.0;1;2;2;122;Потерянные VIP
PID_7f16571ca880;4;3;300.0;3;2;1;321;Потенциальное ядро
PID_7f1aaaf96aa1;35;21;6300.0;2;3;3;233;Засыпающие VIP
PID_7f1bef476261;31;6;1200.0;2;2;2;222;Требуют внимания
PID_7f1d604a8de5;9;7;700.0;3;2;2;322;Потенциальное ядро
PID_7f1f9dba93b3;4;1;100.0;3;1;1;311;Новые доноры (Малый чек)
PID_7f2207702056;54;3;600.0;1;2;2;122;Потерянные VIP
PID_7f2399cc6bf8;46;2;200.0;2;1;1;211;Остывающие новички
PID_7f29d6d22921;57;2;200.0;1;1;1;111;Ушедшие новички
PID_7f2df2cf64a9;1;17;3400.0;3;3;3;333;VIP / Супер-ядро
PID_7f2e96e72f35;17;2;2000.0;3;1;2;312;Перспективные новички
PID_7f301810e7d4;0;38;24500.0;3;3;3;333;VIP / Супер-ядро
PID_7f32d43c452c;83;3;1500.0;1;2;2;122;Потерянные VIP
PID_7f351291da77;79;3;300.0;1;2;1;121;Ушедшие экономные
PID_7f375c51c001;53;3;300.0;1;2;1;121;Ушедшие экономные
PID_7f3cea4d2d55;83;3;3000.0;1;2;3;123;Потерянные VIP
PID_7f3e85a6c025;1;2;2000.0;3;1;2;312;Перспективные новички
PID_7f405562f98d;26;13;2600.0;2;3;3;233;Засыпающие VIP
PID_7f408c408236;56;2;600.0;1;1;2;112;Ушедшие новички
PID_7f429225c4b9;83;3;1500.0;1;2;2;122;Потерянные VIP
PID_7f42e588d35a;1;32;1600.0;3;3;2;332;Лояльное ядро
PID_7f42ef0b9f76;66;5;500.0;1;2;1;121;Ушедшие экономные
PID_7f44d43b5f80;18;2;400.0;2;1;1;211;Остывающие новички
PID_7f4a137f4e07;74;5;500.0;1;2;1;121;Ушедшие экономные
PID_7f51c7be7c33;0;4;4000.0;3;2;3;323;Потенциальное ядро
PID_7f5907a0117d;42;1;200.0;2;1;1;211;Остывающие новички
PID_7f5b1146cc4a;0;11;11000.0;3;3;3;333;VIP / Супер-ядро
PID_7f5c15443d2e;47;2;200.0;2;1;1;211;Остывающие новички
PID_7f5d885787fb;8;19;19000.0;3;3;3;333;VIP / Супер-ядро
PID_7f604a930c30;42;30;30000.0;2;3;3;233;Засыпающие VIP
PID_7f615ab7fe1b;27;4;400.0;2;2;1;221;Требуют внимания
PID_7f61a48952df;1;9;1800.0;3;2;2;322;Потенциальное ядро
PID_7f640cc80b8a;49;7;700.0;2;2;2;222;Требуют внимания
PID_7f645e22ef60;40;1;100.0;2;1;1;211;Остывающие новички
PID_7f67423bee8f;25;3;300.0;2;2;1;221;Требуют внимания
PID_7f6a60fad649;25;1;100.0;2;1;1;211;Остывающие новички
PID_7f6cca549c28;42;17;1700.0;2;3;2;232;Засыпающее ядро
PID_7f737e1bc2d5;54;11;2200.0;1;3;3;133;Потерянные VIP
PID_7f7435d75391;0;18;1800.0;3;3;2;332;Лояльное ядро
PID_7f7747cbcda9;61;3;600.0;1;2;2;122;Потерянные VIP
PID_7f7838214ac7;64;1;100.0;1;1;1;111;Ушедшие новички
PID_7f7880193b2b;28;7;3500.0;2;2;3;223;Требуют внимания
PID_7f79b1b04a72;54;1;100.0;1;1;1;111;Ушедшие новички
PID_7f7c3ff3cac2;81;1;100.0;1;1;1;111;Ушедшие новички
PID_7f7fd7480361;56;1;500.0;1;1;1;111;Ушедшие новички
PID_7f818d8d31a8;53;2;600.0;1;1;2;112;Ушедшие новички
PID_7f8222cfe94a;71;1;200.0;1;1;1;111;Ушедшие новички
PID_7f8333f65e97;3;8;800.0;3;2;2;322;Потенциальное ядро
PID_7f88e8d4703e;0;2;1000.0;3;1;2;312;Перспективные новички
PID_7f8b5c7fa0e8;3;8;2400.0;3;2;3;323;Потенциальное ядро
PID_7f8d6bb4521c;21;9;2700.0;2;2;3;223;Требуют внимания
PID_7f8ec9c9b6ad;51;1;500.0;2;1;1;211;Остывающие новички
PID_7f9194a71f57;22;11;5500.0;2;3;3;233;Засыпающие VIP
PID_7f94fd8f2b09;50;5;1000.0;2;2;2;222;Требуют внимания
PID_7f95b553af8a;63;1;200.0;1;1;1;111;Ушедшие новички
PID_7f9a88340ddb;34;3;300.0;2;2;1;221;Требуют внимания
PID_7f9c149efe43;26;6;1200.0;2;2;2;222;Требуют внимания
PID_7fabec91586c;59;1;100.0;1;1;1;111;Ушедшие новички
PID_7faee8c2365e;11;6;600.0;3;2;2;322;Потенциальное ядро
PID_7fb4eab360fc;58;4;800.0;1;2;2;122;Потерянные VIP
PID_7fbfabf5b574;8;8;800.0;3;2;2;322;Потенциальное ядро
PID_7fc0f4fcc106;20;1;500.0;2;1;1;211;Остывающие новички
PID_7fc3b596890b;2;2;600.0;3;1;2;312;Перспективные новички
PID_7fc50a04e734;34;5;500.0;2;2;1;221;Требуют внимания
PID_7fc970c98f9d;52;1;200.0;1;1;1;111;Ушедшие новички
PID_7fcd1e0f87da;6;13;3900.0;3;3;3;333;VIP / Супер-ядро
PID_7fcf10a3fc8d;35;4;400.0;2;2;1;221;Требуют внимания
PID_7fd3dee65990;54;1;500.0;1;1;1;111;Ушедшие новички
PID_7fd7bdf83a59;78;1;100.0;1;1;1;111;Ушедшие новички
PID_7fd7c6196f9d;0;6;1200.0;3;2;2;322;Потенциальное ядро
