payer_id;recency;frequency;monetary;R_Score;F_Score;M_Score;RFM_segment;Segment_Name
PID_45e36d5eed9e;32;5;2500.0;2;2;3;223;Требуют внимания
PID_45e3b15ea396;4;40;15200.0;3;3;3;333;VIP / Супер-ядро
PID_45e72ce50d1f;9;36;10800.0;3;3;3;333;VIP / Супер-ядро
PID_45e9d88056d6;54;2;200.0;1;1;1;111;Ушедшие новички
PID_45eb4d9196fc;4;15;4500.0;3;3;3;333;VIP / Супер-ядро
PID_45f2d869549d;51;1;100.0;2;1;1;211;Остывающие новички
PID_45f4580001d1;42;8;1600.0;2;2;2;222;Требуют внимания
PID_45f46a3fd971;0;30;3000.0;3;3;3;333;VIP / Супер-ядро
PID_45f7b5d7f9f9;30;3;1500.0;2;2;2;222;Требуют внимания
PID_45fa755a6cd6;1;5;5000.0;3;2;3;323;Потенциальное ядро
PID_46000a391026;0;35;10500.0;3;3;3;333;VIP / Супер-ядро
PID_4601314494f1;1;188;8180.0;3;3;3;333;VIP / Супер-ядро
PID_4606095a3039;0;38;19000.0;3;3;3;333;VIP / Супер-ядро
PID_46095e67d909;1;5;2500.0;3;2;3;323;Потенциальное ядро
PID_460aa97b2ce0;71;12;2400.0;1;3;3;133;Потерянные VIP
PID_460d26832eee;55;1;500.0;1;1;1;111;Ушедшие новички
PID_460f488a52c1;56;1;200.0;1;1;1;111;Ушедшие новички
PID_461212931915;43;8;1600.0;2;2;2;222;Требуют внимания
PID_4612158be179;24;5;2500.0;2;2;3;223;Требуют внимания
PID_461a71fb095f;17;2;1000.0;3;1;2;312;Перспективные новички
PID_46213da3e2f7;54;1;200.0;1;1;1;111;Ушедшие новички
PID_462189e0ac86;0;9;4500.0;3;2;3;323;Потенциальное ядро
PID_4623a0e07713;85;1;100.0;1;1;1;111;Ушедшие новички
PID_4623cfaa5867;1;18;9000.0;3;3;3;333;VIP / Супер-ядро
PID_46260fba2123;13;8;4000.0;3;2;3;323;Потенциальное ядро
PID_4628d9f6727f;78;1;1000.0;1;1;2;112;Ушедшие новички
PID_462a7847cfae;1;20;6000.0;3;3;3;333;VIP / Супер-ядро
PID_46335e8bd648;13;4;800.0;3;2;2;322;Потенциальное ядро
PID_46358e73183f;55;1;500.0;1;1;1;111;Ушедшие новички
PID_4635a3b06d0a;9;21;2100.0;3;3;3;333;VIP / Супер-ядро
PID_463be0b72927;29;1;200.0;2;1;1;211;Остывающие новички
PID_464074363339;1;32;6400.0;3;3;3;333;VIP / Супер-ядро
PID_464124cdfe20;5;5;1100.0;3;2;2;322;Потенциальное ядро
PID_4643d7468a89;28;2;1000.0;2;1;2;212;Остывающие новички
PID_46445e58013c;3;14;1400.0;3;3;2;332;Лояльное ядро
PID_46490f91d51c;54;3;300.0;1;2;1;121;Ушедшие экономные
PID_46493ced40ff;1;28;14000.0;3;3;3;333;VIP / Супер-ядро
PID_464c3105dea3;1;5;1000.0;3;2;2;322;Потенциальное ядро
PID_464cd479cc9b;0;3;333.0;3;2;1;321;Потенциальное ядро
PID_46537061bd16;43;7;700.0;2;2;2;222;Требуют внимания
PID_4654805e70da;16;36;7200.0;3;3;3;333;VIP / Супер-ядро
PID_465b08a11563;52;4;800.0;1;2;2;122;Потерянные VIP
PID_465b657bdc67;6;39;19500.0;3;3;3;333;VIP / Супер-ядро
PID_465b80b2875b;1;11;10000.0;3;3;3;333;VIP / Супер-ядро
PID_465ebec815e6;75;3;600.0;1;2;2;122;Потерянные VIP
PID_4660fc3d6f85;6;5;5000.0;3;2;3;323;Потенциальное ядро
PID_466568855044;62;1;300.0;1;1;1;111;Ушедшие новички
PID_466765334031;2;53;5300.0;3;3;3;333;VIP / Супер-ядро
PID_4667b0630a70;32;6;600.0;2;2;2;222;Требуют внимания
PID_46692c26c0d6;58;1;151.0;1;1;1;111;Ушедшие новички
PID_466a9b3f1757;32;26;5200.0;2;3;3;233;Засыпающие VIP
PID_466d2a9737b2;11;13;1300.0;3;3;2;332;Лояльное ядро
PID_4676d2f49cdc;40;2;1000.0;2;1;2;212;Остывающие новички
PID_467abb44326a;76;1;200.0;1;1;1;111;Ушедшие новички
PID_467b16394a87;14;10;4000.0;3;3;3;333;VIP / Супер-ядро
PID_467f3e17b92b;36;3;600.0;2;2;2;222;Требуют внимания
PID_467f433601d6;59;1;500.0;1;1;1;111;Ушедшие новички
PID_4683e68a6198;34;20;2000.0;2;3;2;232;Засыпающее ядро
PID_4687c48eab48;9;9;1500.0;3;2;2;322;Потенциальное ядро
PID_4688e8d89857;45;7;1400.0;2;2;2;222;Требуют внимания
PID_4689fa33c51f;54;2;200.0;1;1;1;111;Ушедшие новички
PID_468e47dd3fd1;57;13;1300.0;1;3;2;132;Потерянные VIP
PID_468eedcfc1ad;59;1;100.0;1;1;1;111;Ушедшие новички
PID_469402dd32dc;46;6;600.0;2;2;2;222;Требуют внимания
PID_46941e47d053;15;1;100.0;3;1;1;311;Новые доноры (Малый чек)
PID_469671315652;51;1;200.0;2;1;1;211;Остывающие новички
PID_4699e8e2e2ed;71;12;1200.0;1;3;2;132;Потерянные VIP
PID_46a313ae97d4;11;8;4000.0;3;2;3;323;Потенциальное ядро
PID_46a33da84e25;37;5;1000.0;2;2;2;222;Требуют внимания
PID_46a69a83d091;39;2;400.0;2;1;1;211;Остывающие новички
PID_46a95fd6273f;58;1;200.0;1;1;1;111;Ушедшие новички
PID_46ab70a30bd1;1;28;2800.0;3;3;3;333;VIP / Супер-ядро
PID_46af144c9322;11;8;800.0;3;2;2;322;Потенциальное ядро
PID_46b01c994134;11;28;14000.0;3;3;3;333;VIP / Супер-ядро
PID_46b1956fa838;25;2;54.0;2;1;1;211;Остывающие новички
PID_46b6c8c894c3;17;1;1000.0;3;1;2;312;Перспективные новички
PID_46baa14f6b8a;30;27;5400.0;2;3;3;233;Засыпающие VIP
PID_46bde92061f9;22;7;1400.0;2;2;2;222;Требуют внимания
PID_46c2b0ba1e37;82;1;200.0;1;1;1;111;Ушедшие новички
PID_46cbfa39be5a;21;3;150.0;2;2;1;221;Требуют внимания
PID_46cc936a867c;54;27;2700.0;1;3;3;133;Потерянные VIP
PID_46ce98a46375;1;18;1800.0;3;3;2;332;Лояльное ядро
PID_46d6caf94997;43;5;500.0;2;2;1;221;Требуют внимания
PID_46d6eb99d97d;20;6;6000.0;2;2;3;223;Требуют внимания
PID_46db402f8140;49;6;700.0;2;2;2;222;Требуют внимания
PID_46db91fe4999;20;3;600.0;2;2;2;222;Требуют внимания
PID_46de9621e19f;11;6;3000.0;3;2;3;323;Потенциальное ядро
PID_46df1a0f25ac;44;4;800.0;2;2;2;222;Требуют внимания
PID_46e269fb24f0;32;1;200.0;2;1;1;211;Остывающие новички
PID_46e98d40ad43;31;60;1500.0;2;3;2;232;Засыпающее ядро
PID_46ea57b9c32a;3;17;1700.0;3;3;2;332;Лояльное ядро
PID_46f06594c386;71;1;200.0;1;1;1;111;Ушедшие новички
PID_46f3ad112ec4;77;3;1500.0;1;2;2;122;Потерянные VIP
PID_46f4a5544367;3;2;600.0;3;1;2;312;Перспективные новички
PID_46fe17e4f9f1;49;3;1500.0;2;2;2;222;Требуют внимания
PID_46fe19079fa3;24;5;1000.0;2;2;2;222;Требуют внимания
PID_47010798e187;55;3;600.0;1;2;2;122;Потерянные VIP
PID_47032c9abd86;36;11;2200.0;2;3;3;233;Засыпающие VIP
PID_47043182d7a9;47;12;1200.0;2;3;2;232;Засыпающее ядро
PID_47050412bb76;73;1;200.0;1;1;1;111;Ушедшие новички
PID_470af35c7736;9;1;500.0;3;1;1;311;Новые доноры (Малый чек)
PID_4711c871cd09;21;1;500.0;2;1;1;211;Остывающие новички
PID_471810bae26a;82;1;200.0;1;1;1;111;Ушедшие новички
PID_4719e2c6ba02;1;30;3000.0;3;3;3;333;VIP / Супер-ядро
PID_471d333146f5;43;12;1200.0;2;3;2;232;Засыпающее ядро
PID_472001c82cca;13;1;500.0;3;1;1;311;Новые доноры (Малый чек)
PID_4720c82eaedd;35;9;1000.0;2;2;2;222;Требуют внимания
PID_472143df67e5;6;23;2300.0;3;3;3;333;VIP / Супер-ядро
PID_4721aa99f526;48;5;1000.0;2;2;2;222;Требуют внимания
PID_4726119321c6;24;1;500.0;2;1;1;211;Остывающие новички
PID_4727abb8ec29;2;14;4200.0;3;3;3;333;VIP / Супер-ядро
PID_472b1a3d308e;1;3;3000.0;3;2;3;323;Потенциальное ядро
PID_4730476ad993;2;17;4500.0;3;3;3;333;VIP / Супер-ядро
PID_473052fba915;56;2;200.0;1;1;1;111;Ушедшие новички
PID_47333c9f0000;17;1;100.0;3;1;1;311;Новые доноры (Малый чек)
PID_4733920d178f;25;2;1000.0;2;1;2;212;Остывающие новички
PID_473c9264d962;11;13;2600.0;3;3;3;333;VIP / Супер-ядро
PID_474268bb8971;39;2;200.0;2;1;1;211;Остывающие новички
PID_474772d141b6;83;3;600.0;1;2;2;122;Потерянные VIP
PID_474813df734a;2;26;26000.0;3;3;3;333;VIP / Супер-ядро
PID_4748c8572707;1;15;600.0;3;3;2;332;Лояльное ядро
PID_4748e35b77b5;1;7;280.0;3;2;1;321;Потенциальное ядро
PID_4754d69d1ccd;38;4;700.0;2;2;2;222;Требуют внимания
PID_4756376a7761;14;5;2500.0;3;2;3;323;Потенциальное ядро
PID_4759f99c958a;9;29;5800.0;3;3;3;333;VIP / Супер-ядро
PID_47687fae2a8d;56;3;600.0;1;2;2;122;Потерянные VIP
PID_47691c8f2a6a;32;8;4000.0;2;2;3;223;Требуют внимания
PID_476af28a9d61;0;4;2000.0;3;2;2;322;Потенциальное ядро
PID_477168e521f7;24;5;5000.0;2;2;3;223;Требуют внимания
PID_477355b4020d;20;1;300.0;2;1;1;211;Остывающие новички
PID_4775f292ce50;7;14;2800.0;3;3;3;333;VIP / Супер-ядро
PID_47783a0cc5b7;44;3;600.0;2;2;2;222;Требуют внимания
PID_4780e2be5b1d;50;2;100.0;2;1;1;211;Остывающие новички
PID_4789e4fe4fda;0;17;8500.0;3;3;3;333;VIP / Супер-ядро
PID_478cb54f8c50;38;1;1000.0;2;1;2;212;Остывающие новички
PID_478e7a90feb2;1;34;3400.0;3;3;3;333;VIP / Супер-ядро
PID_47901401325e;51;10;2000.0;2;3;2;232;Засыпающее ядро
PID_4794aa0e008a;12;4;2000.0;3;2;2;322;Потенциальное ядро
PID_4794cf3be6ac;50;6;600.0;2;2;2;222;Требуют внимания
PID_479841a491a7;18;1;200.0;2;1;1;211;Остывающие новички
PID_479b6924b1a9;24;1;100.0;2;1;1;211;Остывающие новички
PID_479fdcc69fd3;63;1;300.0;1;1;1;111;Ушедшие новички
PID_47ad7d594552;31;8;800.0;2;2;2;222;Требуют внимания
PID_47ae3455a47d;53;1;200.0;1;1;1;111;Ушедшие новички
PID_47b68297d056;0;15;3000.0;3;3;3;333;VIP / Супер-ядро
PID_47b89ce13398;3;20;20000.0;3;3;3;333;VIP / Супер-ядро
PID_47bb27a266fa;31;6;600.0;2;2;2;222;Требуют внимания
PID_47c1669c8f23;56;4;400.0;1;2;1;121;Ушедшие экономные
PID_47c7d62a5cf6;61;12;6000.0;1;3;3;133;Потерянные VIP
PID_47ce4979fcfd;40;7;800.0;2;2;2;222;Требуют внимания
PID_47cecbb1978b;36;27;2700.0;2;3;3;233;Засыпающие VIP
PID_47cf12490b1b;36;1;100.0;2;1;1;211;Остывающие новички
PID_47d42abc78a2;6;9;1800.0;3;2;2;322;Потенциальное ядро
PID_47d591a25fcc;37;28;5600.0;2;3;3;233;Засыпающие VIP
PID_47d9f9967a6f;13;5;500.0;3;2;1;321;Потенциальное ядро
PID_47e2d7c446fc;0;26;2600.0;3;3;3;333;VIP / Супер-ядро
PID_47e85206579a;22;2;400.0;2;1;1;211;Остывающие новички
PID_47ea6e1ba360;10;1;1000.0;3;1;2;312;Перспективные новички
PID_47ede914dacf;9;24;3200.0;3;3;3;333;VIP / Супер-ядро
PID_47f6baa6c325;63;2;200.0;1;1;1;111;Ушедшие новички
PID_47fa58c39029;43;2;400.0;2;1;1;211;Остывающие новички
PID_47faf28ad807;48;4;400.0;2;2;1;221;Требуют внимания
PID_480313bd493a;20;35;7000.0;2;3;3;233;Засыпающие VIP
PID_4803e1fecc57;15;38;19000.0;3;3;3;333;VIP / Супер-ядро
PID_4806c42079fd;38;2;1000.0;2;1;2;212;Остывающие новички
PID_480d88eb3918;36;4;1200.0;2;2;2;222;Требуют внимания
PID_48109e858d96;57;1;100.0;1;1;1;111;Ушедшие новички
PID_4813afd836ea;0;12;12000.0;3;3;3;333;VIP / Супер-ядро
PID_4814c46a234e;42;1;1000.0;2;1;2;212;Остывающие новички
PID_481a12ba8c26;15;1;200.0;3;1;1;311;Новые доноры (Малый чек)
PID_481abd059181;67;1;500.0;1;1;1;111;Ушедшие новички
PID_481ad7f3602e;18;2;1000.0;2;1;2;212;Остывающие новички
PID_4822e6ac9868;6;25;2500.0;3;3;3;333;VIP / Супер-ядро
PID_482ac1b91f67;27;36;10800.0;2;3;3;233;Засыпающие VIP
PID_482d3377a3be;81;1;100.0;1;1;1;111;Ушедшие новички
PID_4830bc8e82f2;58;1;100.0;1;1;1;111;Ушедшие новички
PID_48339af8c65f;23;3;1500.0;2;2;2;222;Требуют внимания
PID_4838e32be886;53;3;300.0;1;2;1;121;Ушедшие экономные
PID_483c5de130cb;1;15;15000.0;3;3;3;333;VIP / Супер-ядро
PID_483d778a1c55;21;6;600.0;2;2;2;222;Требуют внимания
PID_483f90736683;23;1;200.0;2;1;1;211;Остывающие новички
PID_4840dadc85ed;52;4;400.0;1;2;1;121;Ушедшие экономные
PID_4845112b45e0;26;9;9000.0;2;2;3;223;Требуют внимания
PID_484e778049dc;1;1;300.0;3;1;1;311;Новые доноры (Малый чек)
PID_485275b01288;22;12;6000.0;2;3;3;233;Засыпающие VIP
PID_4854128ac3f4;57;2;500.0;1;1;1;111;Ушедшие новички
PID_4854e83dbece;25;1;500.0;2;1;1;211;Остывающие новички
PID_48557033f562;78;2;400.0;1;1;1;111;Ушедшие новички
PID_485880c2d83d;40;9;1800.0;2;2;2;222;Требуют внимания
PID_48596c985ea0;54;1;1000.0;1;1;2;112;Ушедшие новички
PID_485ce2aa454c;9;4;800.0;3;2;2;322;Потенциальное ядро
PID_486036d43b6c;84;2;200.0;1;1;1;111;Ушедшие новички
PID_486196c8d814;51;1;100.0;2;1;1;211;Остывающие новички
PID_4861efe9621a;80;1;500.0;1;1;1;111;Ушедшие новички
PID_4866a4182006;54;1;100.0;1;1;1;111;Ушедшие новички
PID_486c36fef3ce;41;20;2000.0;2;3;2;232;Засыпающее ядро
PID_486e7ce40edc;0;5;2500.0;3;2;3;323;Потенциальное ядро
PID_48721cd737f3;51;18;1800.0;2;3;2;232;Засыпающее ядро
PID_4879dd7f8e1e;14;21;2100.0;3;3;3;333;VIP / Супер-ядро
PID_487dd08670e8;51;1;1000.0;2;1;2;212;Остывающие новички
PID_487fc38a1e28;40;1;300.0;2;1;1;211;Остывающие новички
PID_488054ba4d01;80;1;100.0;1;1;1;111;Ушедшие новички
PID_48806ca06097;0;16;1600.0;3;3;2;332;Лояльное ядро
PID_48806da21230;27;13;13000.0;2;3;3;233;Засыпающие VIP
PID_4881e48caab5;32;9;900.0;2;2;2;222;Требуют внимания
PID_48844e81fd96;53;1;200.0;1;1;1;111;Ушедшие новички
PID_4884708b3040;15;1;200.0;3;1;1;311;Новые доноры (Малый чек)
PID_48929b3f820e;32;19;3800.0;2;3;3;233;Засыпающие VIP
PID_4895ff73ac5a;26;24;11700.0;2;3;3;233;Засыпающие VIP
PID_4897e95dafaf;38;36;5900.0;2;3;3;233;Засыпающие VIP
PID_489f337940c8;16;2;1000.0;3;1;2;312;Перспективные новички
PID_48a2cac787fa;52;3;300.0;1;2;1;121;Ушедшие экономные
PID_48a438ab57e7;12;12;2400.0;3;3;3;333;VIP / Супер-ядро
PID_48ab5245539c;28;2;1000.0;2;1;2;212;Остывающие новички
PID_48ae39f845fb;75;1;200.0;1;1;1;111;Ушедшие новички
PID_48b57a6a6e4e;49;11;3300.0;2;3;3;233;Засыпающие VIP
PID_48b902c8b482;6;33;16500.0;3;3;3;333;VIP / Супер-ядро
PID_48bb94588299;1;1;100.0;3;1;1;311;Новые доноры (Малый чек)
PID_48bed23969ef;1;17;8100.0;3;3;3;333;VIP / Супер-ядро
PID_48bf18398d9b;3;32;6400.0;3;3;3;333;VIP / Супер-ядро
PID_48c2c8e2f1b7;65;1;1000.0;1;1;2;112;Ушедшие новички
PID_48c3c29935f1;40;1;500.0;2;1;1;211;Остывающие новички
PID_48c7446ba012;46;6;600.0;2;2;2;222;Требуют внимания
PID_48c7ab43cab8;3;5;500.0;3;2;1;321;Потенциальное ядро
PID_48c8f2b381d2;19;4;2000.0;2;2;2;222;Требуют внимания
PID_48c987d30f22;0;29;2900.0;3;3;3;333;VIP / Супер-ядро
PID_48d158359abf;82;1;500.0;1;1;1;111;Ушедшие новички
PID_48e4ae2d044b;26;4;1200.0;2;2;2;222;Требуют внимания
PID_48e76396c02d;25;1;500.0;2;1;1;211;Остывающие новички
PID_48e775ec7552;4;27;8100.0;3;3;3;333;VIP / Супер-ядро
PID_48e8812e0a65;52;2;300.0;1;1;1;111;Ушедшие новички
PID_48eb8b60035c;1;7;3500.0;3;2;3;323;Потенциальное ядро
PID_48eba948fb25;2;25;2500.0;3;3;3;333;VIP / Супер-ядро
PID_48ee49e0026b;74;5;1000.0;1;2;2;122;Потерянные VIP
PID_48ee7f61a08b;41;1;200.0;2;1;1;211;Остывающие новички
PID_48f1765ae6d8;51;1;500.0;2;1;1;211;Остывающие новички
PID_48f264881ad4;32;41;4100.0;2;3;3;233;Засыпающие VIP
PID_48f333440712;6;17;3400.0;3;3;3;333;VIP / Супер-ядро
PID_48f3db1e2328;9;2;200.0;3;1;1;311;Новые доноры (Малый чек)
PID_48f8aae08696;67;1;200.0;1;1;1;111;Ушедшие новички
PID_48ff97ce3a9a;4;1;1000.0;3;1;2;312;Перспективные новички
PID_4901e70838fc;51;1;100.0;2;1;1;211;Остывающие новички
PID_4904d9ac273c;0;14;14000.0;3;3;3;333;VIP / Супер-ядро
PID_4907d2be0add;9;24;2400.0;3;3;3;333;VIP / Супер-ядро
PID_4907d524e28d;16;27;2700.0;3;3;3;333;VIP / Супер-ядро
PID_4909c2685b54;1;25;12500.0;3;3;3;333;VIP / Супер-ядро
PID_490e5420ecc6;0;21;6300.0;3;3;3;333;VIP / Супер-ядро
PID_490ef9cac2f9;70;4;400.0;1;2;1;121;Ушедшие экономные
PID_49104a87205f;56;2;200.0;1;1;1;111;Ушедшие новички
PID_49108aa77caa;1;27;9500.0;3;3;3;333;VIP / Супер-ядро
PID_4910ff234ef4;0;5;5000.0;3;2;3;323;Потенциальное ядро
PID_49138a9e5529;54;8;800.0;1;2;2;122;Потерянные VIP
PID_491476d80811;47;2;400.0;2;1;1;211;Остывающие новички
PID_491b26e83885;20;2;1000.0;2;1;2;212;Остывающие новички
PID_491b6fc65ee6;49;1;50.0;2;1;1;211;Остывающие новички
PID_491e89b67c1c;63;3;250.0;1;2;1;121;Ушедшие экономные
PID_49277dd4425d;12;8;1600.0;3;2;2;322;Потенциальное ядро
PID_4929cc2516f6;45;2;1000.0;2;1;2;212;Остывающие новички
PID_492ac166719e;1;16;10100.0;3;3;3;333;VIP / Супер-ядро
PID_492ca4edfb11;18;2;120.0;2;1;1;211;Остывающие новички
PID_492cafd1ea90;0;52;5300.0;3;3;3;333;VIP / Супер-ядро
PID_492dc5f57d9b;21;2;1000.0;2;1;2;212;Остывающие новички
PID_49313a46bebe;49;9;1100.0;2;2;2;222;Требуют внимания
PID_49320993b8a4;35;1;1000.0;2;1;2;212;Остывающие новички
PID_49344faf3750;19;18;3600.0;2;3;3;233;Засыпающие VIP
PID_49362455eefd;23;2;400.0;2;1;1;211;Остывающие новички
PID_49388d829828;28;14;14000.0;2;3;3;233;Засыпающие VIP
PID_493ad3fffcaf;51;1;200.0;2;1;1;211;Остывающие новички
PID_49417dfa5814;38;5;500.0;2;2;1;221;Требуют внимания
PID_4945cd8af70d;59;3;300.0;1;2;1;121;Ушедшие экономные
PID_4947df1e44a0;79;2;1000.0;1;1;2;112;Ушедшие новички
PID_4949bd001330;0;10;5000.0;3;3;3;333;VIP / Супер-ядро
PID_494a636a3708;54;2;200.0;1;1;1;111;Ушедшие новички
PID_4950fb9fcb45;70;1;200.0;1;1;1;111;Ушедшие новички
PID_49527eebbea4;54;1;100.0;1;1;1;111;Ушедшие новички
PID_49561c3d5a42;7;56;5040.0;3;3;3;333;VIP / Супер-ядро
PID_4957226b18ad;56;4;800.0;1;2;2;122;Потерянные VIP
PID_4957dd2ab581;75;2;400.0;1;1;1;111;Ушедшие новички
PID_495caa937f69;0;83;19000.0;3;3;3;333;VIP / Супер-ядро
PID_495dc5a8a0ed;25;1;36.0;2;1;1;211;Остывающие новички
PID_495f62680ffd;0;9;4500.0;3;2;3;323;Потенциальное ядро
PID_496383344a25;49;1;200.0;2;1;1;211;Остывающие новички
PID_4968a31bc523;1;25;12500.0;3;3;3;333;VIP / Супер-ядро
PID_4968f7b46303;5;110;25000.0;3;3;3;333;VIP / Супер-ядро
PID_4969222ad576;32;3;1500.0;2;2;2;222;Требуют внимания
PID_4970d706d477;4;15;15000.0;3;3;3;333;VIP / Супер-ядро
PID_49713df4a6e9;19;1;300.0;2;1;1;211;Остывающие новички
PID_497436ec1637;26;16;1600.0;2;3;2;232;Засыпающее ядро
PID_4975bb20b8ad;31;4;800.0;2;2;2;222;Требуют внимания
PID_497734109a4e;42;9;900.0;2;2;2;222;Требуют внимания
PID_49792567ea16;21;19;9500.0;2;3;3;233;Засыпающие VIP
PID_49859c7a5239;35;4;800.0;2;2;2;222;Требуют внимания
PID_498985cc39b4;0;17;8500.0;3;3;3;333;VIP / Супер-ядро
PID_499073ddcb1f;57;4;3000.0;1;2;3;123;Потерянные VIP
PID_49909d895257;10;6;700.0;3;2;2;322;Потенциальное ядро
PID_4995f410eec0;2;11;5500.0;3;3;3;333;VIP / Супер-ядро
PID_49a08719d92b;0;8;4000.0;3;2;3;323;Потенциальное ядро
PID_49a0ee877bd4;7;28;2800.0;3;3;3;333;VIP / Супер-ядро
PID_49a66a556cb7;54;8;1400.0;1;2;2;122;Потерянные VIP
PID_49a978ffa38a;13;12;6000.0;3;3;3;333;VIP / Супер-ядро
PID_49acfd572206;51;2;400.0;2;1;1;211;Остывающие новички
PID_49af8d7aa703;0;4;2000.0;3;2;2;322;Потенциальное ядро
PID_49b0820318dc;60;5;2500.0;1;2;3;123;Потерянные VIP
PID_49b0cd0b627d;64;5;1000.0;1;2;2;122;Потерянные VIP
PID_49b88d955b1d;12;2;1000.0;3;1;2;312;Перспективные новички
PID_49b9110703a4;25;1;500.0;2;1;1;211;Остывающие новички
PID_49ba4dfa7dac;61;1;200.0;1;1;1;111;Ушедшие новички
PID_49c0692ffda6;71;7;700.0;1;2;2;122;Потерянные VIP
PID_49c20dba906d;54;4;800.0;1;2;2;122;Потерянные VIP
PID_49c355d6e396;21;3;300.0;2;2;1;221;Требуют внимания
PID_49c444154331;17;2;400.0;3;1;1;311;Новые доноры (Малый чек)
PID_49c4d99627d8;23;2;400.0;2;1;1;211;Остывающие новички
PID_49c5409eec33;0;24;4800.0;3;3;3;333;VIP / Супер-ядро
PID_49d466aabfe7;15;1;500.0;3;1;1;311;Новые доноры (Малый чек)
PID_49d60112d482;48;10;1000.0;2;3;2;232;Засыпающее ядро
PID_49d7a86a2cb9;57;1;500.0;1;1;1;111;Ушедшие новички
PID_49de7ec0d220;2;16;8000.0;3;3;3;333;VIP / Супер-ядро
PID_49df5f1ae2ad;85;1;90.0;1;1;1;111;Ушедшие новички
PID_49e5d326e29f;8;55;37629.0;3;3;3;333;VIP / Супер-ядро
PID_49e6fcaca5f7;29;14;700.0;2;3;2;232;Засыпающее ядро
PID_49e8e1a98792;51;5;1000.0;2;2;2;222;Требуют внимания
PID_49e917550aea;25;3;300.0;2;2;1;221;Требуют внимания
PID_49e920dad614;41;2;300.0;2;1;1;211;Остывающие новички
PID_49ea1af8c915;32;1;100.0;2;1;1;211;Остывающие новички
PID_49ef35c8c157;52;4;4000.0;1;2;3;123;Потерянные VIP
PID_49f59b00cf6f;31;4;800.0;2;2;2;222;Требуют внимания
PID_49f681fe2392;52;3;600.0;1;2;2;122;Потерянные VIP
PID_49f784da5b83;46;9;900.0;2;2;2;222;Требуют внимания
PID_49f861a3eadf;0;56;11200.0;3;3;3;333;VIP / Супер-ядро
PID_4a0092a289ec;7;18;1800.0;3;3;2;332;Лояльное ядро
PID_4a099a0a928d;2;5;500.0;3;2;1;321;Потенциальное ядро
PID_4a0b2a8ac9c8;42;1;200.0;2;1;1;211;Остывающие новички
PID_4a109dd5a982;46;20;4000.0;2;3;3;233;Засыпающие VIP
PID_4a164ab86f32;54;89;8570.0;1;3;3;133;Потерянные VIP
PID_4a17d3f14b6e;12;6;1200.0;3;2;2;322;Потенциальное ядро
PID_4a1c38886f84;2;18;5400.0;3;3;3;333;VIP / Супер-ядро
PID_4a1f3b2639ce;55;2;400.0;1;1;1;111;Ушедшие новички
PID_4a206d72284a;29;5;1100.0;2;2;2;222;Требуют внимания
PID_4a21e071cad6;52;6;600.0;1;2;2;122;Потерянные VIP
PID_4a242651d988;15;13;1300.0;3;3;2;332;Лояльное ядро
PID_4a26d9be9764;53;2;400.0;1;1;1;111;Ушедшие новички
PID_4a275367a4e7;5;23;2300.0;3;3;3;333;VIP / Супер-ядро
PID_4a28e84eb306;79;5;500.0;1;2;1;121;Ушедшие экономные
PID_4a2c514aabfc;46;6;1200.0;2;2;2;222;Требуют внимания
PID_4a2cedf684ba;84;2;2000.0;1;1;2;112;Ушедшие новички
PID_4a2ec976d96d;65;3;3000.0;1;2;3;123;Потерянные VIP
PID_4a31af2aff50;52;31;3100.0;1;3;3;133;Потерянные VIP
PID_4a32c3c6a354;3;47;23500.0;3;3;3;333;VIP / Супер-ядро
PID_4a3c76d79dd2;66;1;200.0;1;1;1;111;Ушедшие новички
PID_4a3dd65c41aa;82;1;500.0;1;1;1;111;Ушедшие новички
PID_4a4246794f2b;41;1;100.0;2;1;1;211;Остывающие новички
PID_4a426a9083fc;29;2;200.0;2;1;1;211;Остывающие новички
PID_4a437234f762;44;10;2000.0;2;3;2;232;Засыпающее ядро
PID_4a44d27dddc6;82;1;200.0;1;1;1;111;Ушедшие новички
PID_4a464dbb44ba;79;2;1000.0;1;1;2;112;Ушедшие новички
PID_4a49928c47da;13;2;400.0;3;1;1;311;Новые доноры (Малый чек)
PID_4a49e37106cf;3;23;11500.0;3;3;3;333;VIP / Супер-ядро
PID_4a5403038ffa;38;2;700.0;2;1;2;212;Остывающие новички
PID_4a563e38ac84;4;18;3600.0;3;3;3;333;VIP / Супер-ядро
PID_4a5842f19941;85;1;1000.0;1;1;2;112;Ушедшие новички
PID_4a597146c036;20;1;500.0;2;1;1;211;Остывающие новички
PID_4a5d3f8950ab;24;26;2600.0;2;3;3;233;Засыпающие VIP
PID_4a60fc28e56a;15;14;7000.0;3;3;3;333;VIP / Супер-ядро
PID_4a613e6a9bff;60;1;100.0;1;1;1;111;Ушедшие новички
PID_4a61e6e6db23;76;2;200.0;1;1;1;111;Ушедшие новички
PID_4a6562cbbc0f;57;1;200.0;1;1;1;111;Ушедшие новички
PID_4a65a993bd5c;77;1;300.0;1;1;1;111;Ушедшие новички
PID_4a666e816ebf;37;24;10600.0;2;3;3;233;Засыпающие VIP
PID_4a6c4e86eba6;32;5;2500.0;2;2;3;223;Требуют внимания
PID_4a6c8cf3c1fb;44;1;300.0;2;1;1;211;Остывающие новички
