payer_id;amount;share;cum_share;abc_class
PID_89c1e9ac57b1;31800.0;0.00043000224179099567;0.18962136090667958;A
PID_1b98388d37b8;31500.0;0.0004259456168684391;0.190047306523548;A
PID_f8bea1b1f973;31000.0;0.00041918457533084483;0.19046649109887887;A
PID_dc2081847aae;31000.0;0.00041918457533084483;0.19088567567420972;A
PID_e87da7688ae3;31000.0;0.00041918457533084483;0.19130486024954058;A
PID_254909855e5f;31000.0;0.00041918457533084483;0.19172404482487143;A
PID_30ab119b3c1c;31000.0;0.00041918457533084483;0.1921432294002023;A
PID_439840d76ef7;31000.0;0.00041918457533084483;0.19256241397553314;A
PID_97489e173ae1;31000.0;0.00041918457533084483;0.192981598550864;A
PID_505b14e44daf;31000.0;0.00041918457533084483;0.19340078312619485;A
PID_f7280ffc34b4;31000.0;0.00041918457533084483;0.1938199677015257;A
PID_a174728f5a53;31000.0;0.00041918457533084483;0.19423915227685656;A
PID_35efbc7f2198;30500.0;0.0004124235337932506;0.19465157581064982;A
PID_38b932ed9cfb;30500.0;0.0004124235337932506;0.19506399934444307;A
PID_9352bf7b41e5;30500.0;0.0004124235337932506;0.19547642287823633;A
PID_3bb77a06bc9a;30000.0;0.00040566249225565626;0.19588208537049198;A
PID_a74afbf81461;30000.0;0.00040566249225565626;0.19628774786274764;A
PID_97f66cb015d8;30000.0;0.00040566249225565626;0.1966934103550033;A
PID_d0c6cee8c01d;30000.0;0.00040566249225565626;0.19709907284725894;A
PID_6d45ee29cfdd;30000.0;0.00040566249225565626;0.1975047353395146;A
PID_7f604a930c30;30000.0;0.00040566249225565626;0.19791039783177025;A
PID_65c658006f60;30000.0;0.00040566249225565626;0.1983160603240259;A
PID_eeda1b6a85de;30000.0;0.00040566249225565626;0.19872172281628156;A
PID_24f5914e285d;30000.0;0.00040566249225565626;0.1991273853085372;A
PID_b56a7ba4b07f;30000.0;0.00040566249225565626;0.19953304780079287;A
PID_ce86a4550b69;30000.0;0.00040566249225565626;0.19993871029304852;A
PID_878739a8c710;30000.0;0.00040566249225565626;0.20034437278530418;A
PID_1094b406014e;29500.0;0.000398901450718062;0.20074327423602223;A
PID_4b726f1311c6;29500.0;0.000398901450718062;0.20114217568674028;A
PID_ecc0698bbae3;29500.0;0.000398901450718062;0.20154107713745834;A
PID_aa6ad1f9e666;29500.0;0.000398901450718062;0.2019399785881764;A
PID_adf42a27ea80;29500.0;0.000398901450718062;0.20233888003889444;A
PID_e21677c0dd47;29200.0;0.0003948448257955054;0.20273372486468993;A
PID_57804f1ab2a8;29000.0;0.00039214040918046774;0.20312586527387042;A
PID_d101b6e68098;29000.0;0.00039214040918046774;0.2035180056830509;A
PID_f558f40b1fa5;29000.0;0.00039214040918046774;0.20391014609223138;A
PID_efb8d61812af;29000.0;0.00039214040918046774;0.20430228650141186;A
PID_623c7ab05f37;29000.0;0.00039214040918046774;0.20469442691059234;A
PID_72589eae59fe;29000.0;0.00039214040918046774;0.20508656731977282;A
PID_1aa4197f7887;29000.0;0.00039214040918046774;0.2054787077289533;A
PID_645ecef3338d;29000.0;0.00039214040918046774;0.20587084813813378;A
PID_295545c6f308;29000.0;0.00039214040918046774;0.20626298854731426;A
PID_765d792d8066;29000.0;0.00039214040918046774;0.20665512895649474;A
PID_89553552815e;29000.0;0.00039214040918046774;0.20704726936567522;A
PID_dfd8bc60dc39;29000.0;0.00039214040918046774;0.2074394097748557;A
PID_c1b3fa74949a;29000.0;0.00039214040918046774;0.20783155018403618;A
PID_a5134ca9d4ed;29000.0;0.00039214040918046774;0.20822369059321666;A
PID_56b281915bf7;29000.0;0.00039214040918046774;0.20861583100239714;A
PID_20b7a7586551;28500.0;0.0003853793676428735;0.20900121037004002;A
PID_3a42c1810e38;28500.0;0.0003853793676428735;0.2093865897376829;A
